,speaker_adj_promixity,partner_adj_promixity,speaker_other_promixity,partner_other_promixity_dict
2,2.757897700000001,2.757897700000001,2.7253106199999984,1.4164963399999984
3,0.19724499999999878,0.19724499999999878,0.22983208000000133,1.1765490899999982
4,0.08162400000000147,0.08162400000000147,0.2580540500000019,2.0635148400000016
5,4.137470800000001,4.137470800000001,4.313900850000001,1.2150065600000026
6,4.910476999999998,4.910476999999998,3.179066630000003,1.8688150799999974
7,1.0689522999999994,1.0689522999999994,0.662458069999996,2.128324029999998
8,2.870637500000001,2.870637500000001,0.16871828000000022,3.8340970100000007
9,4.9135116,4.9135116,1.8741558199999986,3.802861700000001
10,0.9541371999999981,0.9541371999999981,2.06196143,1.0287745600000004
11,0.8141279999999984,0.8141279999999984,1.9219522300000005,0.6207181500000019
12,3.1291026000000013,3.1291026000000013,1.762473169999998,2.5602540100000013
13,0.9417924000000006,0.9417924000000006,0.4248370300000026,2.7244156900000007
14,0.31911119999999826,0.31911119999999826,0.47259716000000296,1.8875875499999957
15,0.7247895,0.7247895,0.06691886000000125,2.2889159700000015
16,1.5797124999999994,1.5797124999999994,0.8291463099999987,2.8079181199999965
17,6.720364899999998,6.720364899999998,5.969798709999997,2.6203207099999943
18,2.3837542000000003,2.3837542000000003,6.919684120000001,1.495773309999997
19,1.7901737000000004,1.7901737000000004,2.7457562200000005,1.2810135299999992
20,0.7092458999999991,0.7092458999999991,1.7775233200000002,1.1722188500000001
21,1.0659598999999993,1.0659598999999993,2.1342373200000004,1.3288995200000002
22,1.4035018000000008,1.4035018000000008,1.2528241799999975,1.061243170000001
23,0.5789126000000024,0.5789126000000024,0.42823497999999915,1.7271060600000006
24,1.3298929000000008,1.3298929000000008,0.8292848900000038,1.9252576800000014
25,2.0196199999999997,2.0196199999999997,1.5190119900000028,2.2812288400000007
26,1.2579342000000011,1.2579342000000011,2.0455950799999982,0.9603332000000044
27,1.2646172,1.2646172,2.052278079999997,1.5159937799999987
28,1.1132114000000009,1.1132114000000009,1.177049199999999,1.9473311700000018
29,1.227154800000001,1.227154800000001,1.0631057999999989,0.93538444
30,5.8168808,5.8168808,1.2988998599999988,6.853168270000001
31,6.276714500000001,6.276714500000001,1.7587335599999996,5.787382930000003
32,3.9231525000000005,3.9231525000000005,1.3448036599999966,3.4192230600000038
33,3.799423000000001,3.799423000000001,1.221074159999997,3.052619650000004
34,3.3374339000000006,3.3374339000000006,1.7542606200000002,3.0941031400000014
35,3.9920422,3.9920422,2.4088689199999997,2.547289930000005
36,4.6516491,4.6516491,1.7158302600000006,3.8699967700000037
37,6.352624800000001,6.352624800000001,3.4168059600000014,3.295360030000001
38,4.585002500000002,4.585002500000002,3.631300079999999,1.7871846900000001
39,2.4392095000000023,2.4392095000000023,1.4855070799999996,1.8754025300000023
40,1.2023466000000003,1.2023466000000003,2.1621283800000004,1.0167940699999996
41,0.35590309999999903,0.35590309999999903,0.6038786800000011,1.0116602299999968
42,2.5046516000000025,2.5046516000000025,0.19663877000000696,3.789813200000001
43,1.1852762000000006,1.1852762000000006,1.122736629999995,3.0819626699999993
44,0.7337370000000014,0.7337370000000014,0.7312404199999989,1.4267471199999981
45,1.1860029999999995,1.1860029999999995,1.188499580000002,2.0291151399999983
46,0.5300411000000018,0.5300411000000018,1.5408465499999977,0.8685277599999992
47,1.2140628000000007,1.2140628000000007,2.2248682499999966,0.7920201200000037
48,0.6107461000000001,0.6107461000000001,2.4583355399999967,0.20966144000000142
49,1.3629617999999972,1.3629617999999972,0.48462763999999936,0.19164440000000482
50,0.24445829999999802,0.24445829999999802,0.10082583999999883,1.9140795500000003
51,0.45228050000000053,0.45228050000000053,0.5959129599999997,0.5187591099999977
52,3.0741780999999992,3.0741780999999992,0.24194677999999925,2.42332676
53,3.0429408999999996,3.0429408999999996,0.2731839799999989,2.727868510000002
54,0.9670559000000019,0.9670559000000019,0.7258641200000007,0.2031581700000018
55,1.533981500000003,1.533981500000003,0.15893851999999953,0.22125298999999643
56,0.2341167000000013,0.2341167000000013,0.03393609999999825,1.1723823700000011
57,0.22032090000000082,0.22032090000000082,0.48837370000000035,1.8382384399999978
58,1.5440597000000018,1.5440597000000018,1.2668434000000026,2.9934302900000027
59,2.3099044000000006,2.3099044000000006,2.0326881000000014,3.1891986200000026
60,1.0174282000000012,1.0174282000000012,0.9943234099999998,2.038304439999999
61,3.652530500000001,3.652530500000001,3.6294257099999996,1.2437104099999985
62,3.1017019999999995,3.1017019999999995,3.445604229999997,1.3574602700000007
63,1.8691194000000007,1.8691194000000007,2.2130216299999983,0.5715192500000015
64,3.4470481000000017,3.4470481000000017,2.8453704899999988,3.0006809500000013
65,0.14255439999999808,0.14255439999999808,0.744232010000001,2.497815590000002
66,1.9864557000000005,1.9864557000000005,1.4448548500000022,0.011246249999999236
67,1.4063179000000012,1.4063179000000012,0.864717050000003,0.682694399999999
68,3.2331085,3.2331085,0.30423235999999676,1.3793439400000018
69,0.18006609999999945,0.18006609999999945,3.108942240000003,1.9754885799999968
70,3.888137500000001,3.888137500000001,2.6815702800000007,2.738335450000001
71,3.5297014000000004,3.5297014000000004,2.3231341800000003,2.551552640000004
72,1.4987764999999982,1.4987764999999982,2.878447959999999,0.15976612999999773
73,2.2204516000000005,2.2204516000000005,0.8407801399999997,0.2817003499999977
74,1.1139975,1.1139975,0.936263069999999,1.2328765800000028
75,0.5406706999999997,0.5406706999999997,0.7184051300000007,1.3174151899999984
76,0.9511116000000008,0.9511116000000008,0.6597672400000008,0.26139716000000135
77,1.2473401999999982,1.2473401999999982,2.85821904,0.06806444999999783
78,1.5983935999999996,1.5983935999999996,2.137039679999999,0.05465498999999596
