,speaker_adj_promixity,partner_adj_promixity,speaker_other_promixity,partner_other_promixity_dict
0,2.5591302769440745,2.5591302769440745,2.8417429693774494,2.387907798420045
1,1.7676322096462371,1.7676322096462371,1.4850195172128622,2.6235884856241682
2,0.15338889874554695,0.15338889874554695,1.1768538375624047,0.2578609026672183
3,0.9605948167191514,0.9605948167191514,0.06287012209770637,0.44938891894423705
4,0.6191752543637534,0.6191752543637534,0.08658650187847172,0.9797750603999305
5,1.1097590215085518,1.1097590215085518,0.5771702690232701,0.20918857826791282
6,1.416617356813802,1.416617356813802,0.19257171417753227,0.8908590650738972
7,0.21272349873024154,0.21272349873024154,1.821912569721576,0.9984209211981323
8,0.7474983094736274,0.7474983094736274,1.2033525562743534,1.5490023824889647
9,2.3465286103835297,2.3465286103835297,2.8023828571842557,0.2868408308830652
10,4.412717755928696,4.412717755928696,3.5752312878193777,3.595878456941037
11,4.188133147604674,4.188133147604674,3.3506466794953553,3.764135653591566
12,2.9539517877615395,2.9539517877615395,3.682212606085713,2.1711676002201585
13,0.02579187208216638,0.02579187208216638,0.7540526904063398,1.35003786829175
14,1.0090654465776225,1.0090654465776225,0.3733737359086291,1.5099874277454717
15,0.6863023873184915,0.6863023873184915,1.321994097987485,0.8756671943769305
16,1.7463316623861544,1.7463316623861544,1.6689768777639102,2.0501109487743463
17,1.3877397771623379,1.3877397771623379,1.3103849925400937,1.7663530547096542
18,1.4995570862731427,1.4995570862731427,1.5990491917329308,2.5037320573476762
19,0.611313709867062,0.611313709867062,0.7108058153268502,2.0355801985081854
20,0.8891160597114123,0.8891160597114123,0.2704952543852812,2.0929156288067645
21,1.5015903797709313,1.5015903797709313,0.8829695744448003,2.6647188157002546
22,0.9226889963879756,0.9226889963879756,1.4236192322438939,2.1757210202489716
23,1.5077403423795062,1.5077403423795062,2.0086705782354244,1.8636163399238086
24,1.422021658610575,1.422021658610575,1.2065668466642308,1.7582091031264468
25,2.3421124117013363,2.3421124117013363,2.126657599754992,2.280361545296117
26,4.119665926972004,4.119665926972004,2.3717625724248705,3.5829877759667426
27,2.811804421457822,2.811804421457822,1.063901066910688,4.171579852088399
28,1.2400984684230707,1.2400984684230707,1.5427016037711212,1.9356976210803225
29,1.7725836705621845,1.7725836705621845,2.075186805910235,1.1975012286468996
30,3.1323672819106747,3.1323672819106747,2.135245461206978,2.989503306608924
31,3.5664639050705915,3.5664639050705915,1.701148838047061,2.4038135372888405
32,0.39317415869734873,0.39317415869734873,1.5462490826934072,0.46963845077817723
33,0.7744141724247413,0.7744141724247413,2.7138374138154973,0.6328788889139361
34,1.0368269488208313,1.0368269488208313,2.686945004969388,0.6055290174543444
35,0.3935409710038016,0.3935409710038016,2.0436590271523585,0.09115703987761492
36,0.7137982381088932,0.7137982381088932,1.7682920493898422,0.4245843755714702
37,1.2565303829468917,1.2565303829468917,2.3110241942278407,1.2933070054036477
38,0.4142898836839919,0.4142898836839919,2.37893080018425,0.2513291438160792
39,0.8993137317319082,0.8993137317319082,2.8639546482321663,0.2435415659579121
40,3.4090189199788057,3.4090189199788057,2.8483596182604742,2.869111583736199
41,3.1274307579708704,3.1274307579708704,2.566771456252539,2.3910332028746097
42,3.0340734433203664,3.0340734433203664,2.328750386985732,2.670557650353004
43,2.616737437796843,2.616737437796843,1.9114143814622082,1.6537558896329614
44,1.4306827149983974,1.4306827149983974,2.2130195858648847,1.0763782508669522
45,0.9553281062358678,0.9553281062358678,1.7376649771023551,1.8313387575029623
46,2.272929420156075,2.272929420156075,1.820647266104487,1.8640159703546857
47,3.6354662924764227,3.6354662924764227,3.183184138424835,3.139942658319171
48,3.8222045506770996,3.8222045506770996,3.323845137861028,2.8289220745752885
49,3.676440353013845,3.676440353013845,3.1780809401977734,2.7827610612208957
50,3.1515735188362584,3.1515735188362584,2.374625213018973,2.582551104076231
51,2.85555664767071,2.85555664767071,2.0786083418534247,1.7501572191135324
52,4.6357651517682115,4.6357651517682115,1.7603172315698288,4.579579264215496
53,5.3326040135033566,5.3326040135033566,2.457156093304974,3.118002995208869
54,5.293584964579793,5.293584964579793,3.572456342666058,3.3911760293549094
55,4.111679287563462,4.111679287563462,2.3905506656497266,4.466081894699215
56,2.633488187078015,2.633488187078015,1.4204178340658018,2.848941177820592
57,3.034510296039443,3.034510296039443,1.8214399430272294,2.2610560933603523
58,3.778498087206401,3.778498087206401,2.711989143509669,2.8867683277276512
59,3.1117231322188132,3.1117231322188132,2.045214188522081,2.81710033903002
60,3.799913729134232,3.799913729134232,1.9192507325893047,4.152128318399434
61,3.2745868393893716,3.2745868393893716,1.393923842844444,4.833656875358201
62,2.3724219299399607,2.3724219299399607,0.7259383028079895,2.8645886961068356
63,3.1296795961095256,3.1296795961095256,1.4831959689775545,2.862708739176796
64,2.6187670393514395,2.6187670393514395,1.4153881860022182,2.4597480595269445
65,3.296628824897965,3.296628824897965,2.093249971548744,3.260434160605996
66,4.228964937670625,4.228964937670625,2.41422980835614,3.2397203108826176
67,6.31478848009391,6.31478848009391,4.5000533507794245,3.291725637895638
68,5.097818658493026,5.097818658493026,4.364423737225749,1.2845538546254005
69,2.984231759101661,2.984231759101661,2.2508368378343846,2.1199391032705677
70,2.4540450436364694,2.4540450436364694,2.5054603413020544,1.4640035310540043
71,3.904436094027929,3.904436094027929,3.955851391693514,1.3857218631137869
72,2.521374111417998,2.521374111417998,4.115077441474767,0.2952758668583044
73,0.1337970687983443,0.1337970687983443,1.4599062612584248,0.18266373867801633
74,0.5078260726520796,0.5078260726520796,1.6763388725360926,0.7138065393828867
75,0.39745802808393194,0.39745802808393194,2.581622973272104,0.012522841744441848
76,3.2374391907661817,3.2374391907661817,2.4087862847276824,2.521709297922655
77,4.596390581285576,4.596390581285576,3.7677376752470764,2.312530852797238
78,3.1689484330960767,3.1689484330960767,3.680309719353673,1.45477493481944
