,speaker_adj_promixity,partner_adj_promixity,speaker_other_promixity,partner_other_promixity_dict
0,0.0014719228163254973,0.0014719228163254973,0.002527007830921562,0.003997787567945551
1,0.0076857671591731985,0.0076857671591731985,0.0036868365119261393,0.0039294781406951015
2,0.008057537213527598,0.008057537213527598,0.0026988483781032677,0.004180233739362611
3,0.008582397972959399,0.008582397972959399,0.0032237091375350684,0.004258428510513817
4,0.007760123841340602,0.007760123841340602,0.002138521248796519,0.004346658685550113
5,0.0023324982298452007,0.0023324982298452007,0.0032891043626988824,0.004746732788513019
6,0.004323621702925898,0.004323621702925898,0.0007701349341221568,0.0058948768986281964
7,0.006085147719818499,0.006085147719818499,0.0009913910827704445,0.005798638387254817
8,0.0066917027986555,0.0066917027986555,0.00032760954846964077,0.0069047876796475595
9,0.004606071429346499,0.004606071429346499,0.0017580218208393603,0.00829535680452283
10,0.0022653111387621987,0.0022653111387621987,0.0034810315571729734,0.004430102832208262
11,0.004015497669443202,0.004015497669443202,0.00173084502649197,0.0038518227924694975
12,0.002038126018685603,0.002038126018685603,0.0021629988480653117,0.00433006808127246
13,0.0014284857893079005,0.0014284857893079005,0.002772639077443014,0.0018330104594333207
14,0.0037496691343093004,0.0037496691343093004,0.0004125965608962716,0.0016131244525579083
15,0.005410661570359101,0.005410661570359101,0.002073588996946072,0.0013184951141846507
16,0.0008706396370438997,0.0008706396370438997,0.0016746409580226211,0.001321342404708381
17,0.001821694936141302,0.001821694936141302,0.0010176936151625807,0.0021435508307405537
18,0.00034424479596820157,0.00034424479596820157,0.0007142844818593397,0.002044046144757925
19,0.0008266940116182994,0.0008266940116182994,0.0018852232894458407,0.00043949839952499986
20,0.003700054133592999,0.003700054133592999,0.0008437935211200315,0.00129705543158087
21,0.002779694622609699,0.002779694622609699,7.65659898632684e-05,0.0012923391004242557
22,0.0010549843868070986,0.0010549843868070986,0.0011709469923371768,0.000659973256459858
23,0.00031055792103809945,0.00031055792103809945,0.00019459531550802128,0.001611774067034638
24,0.0015543653325026004,0.0015543653325026004,0.00046060907810512725,0.0042733791192623265
25,0.0015474577704793976,0.0015474577704793976,0.00046751664012832997,0.0033193613457133918
26,0.006333531114983602,0.006333531114983602,0.0009034190350245309,0.0047945954336966225
27,0.0029335013267173006,0.0029335013267173006,0.002496610753241771,0.004487208492851499
28,0.0009832557104051988,0.0009832557104051988,0.0017513598938428583,0.0031740159859869853
29,0.002568655103916198,0.002568655103916198,0.000165960500331859,0.0021796793559130286
30,0.0038349556558992005,0.0038349556558992005,0.00017632747999770174,0.004082485711165491
31,0.0019742202167598,0.0019742202167598,0.001684407959141699,0.0048193213215751915
32,0.001104626749767898,0.001104626749767898,0.0022737874427988074,0.0009359573466898759
33,0.0050838547872604015,0.0050838547872604015,0.003914694094229492,0.0010404156183214906
34,0.0061306057442782995,0.0061306057442782995,0.005551150668010037,0.002985172412728658
35,0.0036752182048576006,0.0036752182048576006,0.0030957631285893385,0.002334295359886114
36,0.00023854097562499982,0.00023854097562499982,0.002123844707400232,0.001082319777449551
37,0.0011839977383379975,0.0011839977383379975,0.003546383421363229,0.0016859843395581019
38,0.0038600820247743986,0.0038600820247743986,0.0028889300734050577,2.7115038712079848e-05
39,0.0017498468593275009,0.0017498468593275009,0.00077869490795816,6.603367944071903e-06
40,0.00048459566400229845,0.00048459566400229845,0.0029744123782904225,0.00045888767856005694
41,0.004558057178729501,0.004558057178729501,0.008017065221022222,0.001230400028108078
42,0.008319127413662898,0.008319127413662898,0.007022520236323569,0.0008847540980303041
43,0.004420106994862099,0.004420106994862099,0.00312349981752277,0.001145674310376009
44,0.0004022906870176021,0.0004022906870176021,0.0021858890980478093,0.003201729235433777
45,0.00342619607838,0.00342619607838,0.0016425976673497926,0.0013930525418831864
46,0.0011984772283449019,0.0011984772283449019,0.00311501105121181,0.0018910166584549491
47,0.00036826426849210017,0.00036826426849210017,0.001548269554374808,0.0011335509351127968
48,0.00045828950057670223,0.00045828950057670223,0.0010200660516199757,0.0005695404930514819
49,0.002092444412945302,0.002092444412945302,0.0006140888607486239,0.0003839826304615629
50,0.004711678531691601,0.004711678531691601,0.002896349171774379,0.003348081859383102
51,0.0025724756836141005,0.0025724756836141005,0.0007571463236968785,0.0027995834072851618
52,0.0012228554613625993,0.0012228554613625993,0.0004737333505967431,0.0011939505170382066
53,0.008155546332538798,0.008155546332538798,0.006458957520579456,0.0013439250060399976
54,0.0080920051444845,0.0080920051444845,0.006810364333603058,0.002441949039385851
55,0.0003689850060093029,0.0003689850060093029,0.0009126558048721395,0.002642545971683903
56,0.0002988616778299008,0.0002988616778299008,0.0016796696453837585,0.0009834341913649014
57,0.0015859584929989977,0.0015859584929989977,0.00039257283021466166,0.0019078187898290168
58,0.0009812427404901972,0.0009812427404901972,0.0004358321210745364,0.00033901777285366697
59,0.001726149569223897,0.001726149569223897,0.0011807389498082362,0.00041455334110777203
60,0.0032497181068201,0.0032497181068201,0.0010850837278030684,0.0041788138513647495
61,0.0019474655769838,0.0019474655769838,0.0023873362576393685,0.0040862022934641876
62,0.0064679543464994,0.0064679543464994,0.002108433027004957,0.008401359500824448
63,0.007960057767663599,0.007960057767663599,0.0006163296058407583,0.007986610785557149
64,0.004636046282603598,0.004636046282603598,0.0011329673683848004,0.005938072225997737
65,0.003396430627123498,0.003396430627123498,0.00010664828709529978,0.004587514646689279
66,0.0035298741913675977,0.0035298741913675977,0.00021208134976501147,0.003641270485666457
67,0.005644840637612499,0.005644840637612499,0.002327047796009913,0.0052149566614242
68,0.004051600487880402,0.004051600487880402,0.0016876440893810428,0.0023287312669981707
69,0.0020452000188576,0.0020452000188576,0.0003187563796417589,0.003917058717259295
70,0.0042707164340661,0.0042707164340661,0.0014168402339458548,0.00398845377980098
71,0.002799059395029401,0.002799059395029401,0.0028884972729825535,0.00602234014072749
72,0.002830916021985999,0.002830916021985999,0.0030458507759187313,0.0005780679191271197
73,0.005577265786466598,0.005577265786466598,0.00579220054039933,0.000164712151707401
74,0.004821640458108099,0.004821640458108099,0.0042281972006958,0.0008431676661103497
75,0.0005999919982388989,0.0005999919982388989,0.0011934352556511978,0.0004068507608148489
76,0.002653387040047698,0.002653387040047698,0.0009373658348205798,0.0024405701448937563
77,0.003981418255015898,0.003981418255015898,0.0022653970497887796,0.0016016118892605465
78,0.0006422452636240979,0.0006422452636240979,0.002007021460651428,0.0019875822702540777
