,Mean Pitch,Max Pitch,Mean Intensity,Max Intensity,Jitter,Shimmer,NHR,dyad,speaker,session,sentence,duration(s),size(K),file_name
0,62.37833786,179.1988768,69.94967749,78.11485114,0.019850488,0.060314915,18.4308812,6162,61,imitation,10,7.67,660.94,SK0102_1_imitation555_10_mono.wav
1,51.70222901,185.5470103,69.42278916,79.89287552,0.021414901,0.068677927,17.8544196,6162,61,imitation,11,8.69,748.97,SK0102_1_imitation555_11_mono.wav
2,53.93283305,511.7789448,69.03631918,77.9496004,0.024643998,0.063826638,16.6717915,6162,61,imitation,12,9.91,853.28,SK0102_1_imitation555_12_mono.wav
3,52.7233948,194.0082678,69.59117838,78.35179108,0.0183653,0.054014418,19.2763053,6162,61,imitation,13,6.8,585.49,SK0102_1_imitation555_13_mono.wav
4,42.93045664,169.8344216,67.00669381,77.37252396,0.025257037,0.092802779,16.287774,6162,61,imitation,14,7.11,612.45,SK0102_1_imitation555_14_mono.wav
5,52.08575032,236.2695093,69.20184361,78.82353833,0.024158559,0.071544692,15.8296065,6162,61,imitation,15,8.37,720.89,SK0102_1_imitation555_15_mono.wav
6,58.18805567,573.342332,69.43929225,78.35266348,0.023431382,0.077967005,15.7414967,6162,61,imitation,16,8.31,715.46,SK0102_1_imitation555_16_mono.wav
7,52.83648842,402.8975558,69.08473776,78.93656646,0.020656975,0.075666564,16.8770046,6162,61,imitation,17,10.38,894.53,SK0102_1_imitation555_17_mono.wav
8,57.84205543,197.1826629,69.49248787,79.5417157,0.020521989,0.067333022,16.3847163,6162,61,imitation,18,9.14,786.87,SK0102_1_imitation555_18_mono.wav
9,46.75253955,184.7589638,67.86419078,78.13568263,0.024060973,0.07566774,17.687229,6162,61,imitation,19,7.62,656.12,SK0102_1_imitation555_19_mono.wav
10,52.44447222,195.0082724,68.57259473,78.96270294,0.027122119,0.088190994,16.5421896,6162,61,imitation,1,7.88,679.11,SK0102_1_imitation555_1_mono.wav
11,54.68402745,194.6035393,70.14197862,79.92333776,0.022598209,0.06485354,16.5363758,6162,61,imitation,20,7.34,632,SK0102_1_imitation555_20_mono.wav
12,61.73545718,193.6115518,68.97618659,77.47131372,0.023818289,0.0654457,16.6618614,6162,61,imitation,21,5.39,463.87,SK0102_1_imitation555_21_mono.wav
13,44.19678737,195.3679174,68.41842373,78.45559024,0.02605968,0.086364908,15.9428844,6162,61,imitation,22,5.89,507.37,SK0102_1_imitation555_22_mono.wav
14,66.57271547,396.8638045,71.2692243,79.93318705,0.019943675,0.055929861,17.842975,6162,61,imitation,23,10.59,912.1,SK0102_1_imitation555_23_mono.wav
15,59.39480887,182.8991327,71.27967477,79.77903242,0.022389783,0.075298089,17.5570456,6162,61,imitation,24,8.85,762.32,SK0102_1_imitation555_24_mono.wav
16,55.32853504,171.6063079,68.75993921,77.15665557,0.02763172,0.076693894,16.7451105,6162,61,imitation,25,7.26,625.62,SK0102_1_imitation555_25_mono.wav
17,55.83762302,551.9056879,69.78938026,80.2531748,0.019824771,0.062644511,17.7520725,6162,61,imitation,26,11.13,958.53,SK0102_1_imitation555_26_mono.wav
18,65.45386037,192.9965325,68.77967269,77.3122332,0.023148959,0.06734246,18.6683313,6162,61,imitation,27,10.65,917.53,SK0102_1_imitation555_27_mono.wav
19,41.47039949,176.6016918,68.45240547,78.47756707,0.024140792,0.07694073,16.5435481,6162,61,imitation,28,8.98,773.6,SK0102_1_imitation555_28_mono.wav
20,40.54729716,198.136471,68.4424278,80.21105281,0.025476199,0.06700017,17.3534732,6162,61,imitation,29,6.58,566.97,SK0102_1_imitation555_29_mono.wav
21,49.93651249,184.9857301,69.93460877,78.29500337,0.028111422,0.061866964,16.0501358,6162,61,imitation,2,8.11,698.84,SK0102_1_imitation555_2_mono.wav
22,54.78640417,188.7827262,69.55606198,80.06008939,0.024627593,0.059795228,16.9275482,6162,61,imitation,30,9.29,800.65,SK0102_1_imitation555_30_mono.wav
23,56.86258891,484.3100283,68.27191248,78.21455496,0.02696693,0.071740237,17.0320281,6162,61,imitation,31,10.48,902.33,SK0102_1_imitation555_31_mono.wav
24,63.85124111,518.0322089,70.60255472,79.21025049,0.0198682,0.063348085,19.2269376,6162,61,imitation,32,6.88,592.72,SK0102_1_imitation555_32_mono.wav
25,59.34195713,188.8028961,69.80119919,78.15714587,0.020254216,0.06022788,19.1257781,6162,61,imitation,33,10.02,862.75,SK0102_1_imitation555_33_mono.wav
26,60.04672719,180.2957884,68.88551199,78.4562618,0.023854695,0.082363211,18.8943225,6162,61,imitation,34,6.8,585.83,SK0102_1_imitation555_34_mono.wav
27,53.07271794,184.5042367,70.0515922,80.77187987,0.029439667,0.080044007,16.4164153,6162,61,imitation,35,6.39,550.52,SK0102_1_imitation555_35_mono.wav
28,62.50773984,199.6143702,68.5495272,76.89679453,0.024049755,0.074642369,18.3085619,6162,61,imitation,36,11.52,992.47,SK0102_1_imitation555_36_mono.wav
29,65.0604974,186.104292,70.36193792,80.56528586,0.019207789,0.074514793,18.5963165,6162,61,imitation,37,9.59,826.23,SK0102_1_imitation555_37_mono.wav
30,54.64558586,488.0917782,69.24378961,78.94272009,0.025159786,0.0712497,17.7213528,6162,61,imitation,38,10.32,889.28,SK0102_1_imitation555_38_mono.wav
31,56.95863983,192.4314579,70.02990182,79.00466113,0.023710721,0.068278481,18.9131831,6162,61,imitation,39,9.47,816.06,SK0102_1_imitation555_39_mono.wav
32,36.43349638,215.0973065,68.576004,78.71612264,0.026684835,0.068584914,15.6577781,6162,61,imitation,3,6.42,553.1,SK0102_1_imitation555_3_mono.wav
33,62.33947418,202.2334021,69.97525532,78.00182408,0.024400888,0.067469558,17.2036612,6162,61,imitation,40,7.16,616.93,SK0102_1_imitation555_40_mono.wav
34,48.31938751,550.550312,68.86222395,78.81283842,0.025012145,0.07901026,17.3246751,6162,61,imitation,41,6.09,524.59,SK0102_1_imitation555_41_mono.wav
35,48.19472405,169.3524514,68.8335722,80.07369296,0.022168728,0.07693606,19.6708057,6162,61,imitation,42,7.22,621.84,SK0102_1_imitation555_42_mono.wav
36,65.31377443,212.1657877,69.81148872,78.09384968,0.022928966,0.071703074,17.8818843,6162,61,imitation,43,9.56,823.47,SK0102_1_imitation555_43_mono.wav
37,58.38097597,194.8357884,68.80813385,78.0660158,0.022268019,0.07417723,18.1657892,6162,61,imitation,44,11.24,968.09,SK0102_1_imitation555_44_mono.wav
38,45.55919541,190.811631,68.46913751,78.66795146,0.029028048,0.071124659,14.8325477,6162,61,imitation,45,7.74,666.88,SK0102_1_imitation555_45_mono.wav
39,56.56548341,190.6438403,69.35254732,79.7503269,0.024093657,0.086484736,16.681372,6162,61,imitation,46,8.49,731.05,SK0102_1_imitation555_46_mono.wav
40,53.63845755,207.6903926,68.74087602,77.61075685,0.021674757,0.068668669,18.9010508,6162,61,imitation,47,7.58,652.5,SK0102_1_imitation555_47_mono.wav
41,49.68436391,181.022985,67.58707795,77.49538978,0.022147984,0.066045952,16.4212341,6162,61,imitation,48,7.86,676.79,SK0102_1_imitation555_48_mono.wav
42,49.82226238,520.4229329,68.95440604,78.03637102,0.022326779,0.07856531,16.6504133,6162,61,imitation,49,9.88,851.38,SK0102_1_imitation555_49_mono.wav
43,39.08739335,202.0419802,68.74254085,78.4900578,0.023194655,0.076599684,17.0027,6162,61,imitation,4,11.71,1009.09,SK0102_1_imitation555_4_mono.wav
44,54.56979411,199.7054148,69.04263667,77.87720672,0.01992116,0.062577305,17.4811496,6162,61,imitation,50,6.82,587.12,SK0102_1_imitation555_50_mono.wav
45,70.35111897,212.8058587,69.02974317,79.31737855,0.025814607,0.0781789,18.4122909,6162,61,imitation,51,7.55,650.09,SK0102_1_imitation555_51_mono.wav
46,60.7272706,193.1922965,71.32935154,80.03636728,0.02166343,0.059376584,18.1603511,6162,61,imitation,52,11.18,962.92,SK0102_1_imitation555_52_mono.wav
47,61.64929083,193.985091,69.67693389,79.34098344,0.017584278,0.054660967,20.862458,6162,61,imitation,53,6.52,561.89,SK0102_1_imitation555_53_mono.wav
48,66.09094138,529.757982,70.18741729,79.33096098,0.019842786,0.065340775,18.663583,6162,61,imitation,54,8.07,695.56,SK0102_1_imitation555_54_mono.wav
49,51.6111958,208.3621298,69.27344333,78.90563113,0.022354849,0.062130088,17.8857458,6162,61,imitation,55,7.76,668.43,SK0102_1_imitation555_55_mono.wav
50,58.13009054,184.9787477,70.21398183,80.01005393,0.023320937,0.065132768,17.8296228,6162,61,imitation,56,9.49,817.44,SK0102_1_imitation555_56_mono.wav
51,49.69387569,183.824851,67.85253869,77.23024006,0.024078044,0.079948875,16.2672187,6162,61,imitation,57,8.26,711.76,SK0102_1_imitation555_57_mono.wav
52,55.42565849,591.0283961,70.02075851,79.1303932,0.01985158,0.05535468,18.8339637,6162,61,imitation,58,8.03,692.04,SK0102_1_imitation555_58_mono.wav
53,61.97161303,518.4304385,68.03564534,78.86492392,0.022607522,0.073799885,18.7151585,6162,61,imitation,59,9.99,860.6,SK0102_1_imitation555_59_mono.wav
54,48.83873771,174.3235077,69.14906553,78.16194049,0.025116391,0.065858013,18.2765915,6162,61,imitation,5,9.09,782.82,SK0102_1_imitation555_5_mono.wav
55,55.83153267,200.733467,69.94634773,79.69585594,0.020550966,0.067856341,17.7180141,6162,61,imitation,60,8.67,747.16,SK0102_1_imitation555_60_mono.wav
56,56.5850103,183.7316589,67.83202214,77.59261942,0.027737346,0.073406243,16.5230134,6162,61,imitation,61,8.44,726.83,SK0102_1_imitation555_61_mono.wav
57,44.54886381,182.6866959,67.64111032,79.05008044,0.024215092,0.075925092,17.420034,6162,61,imitation,62,8.16,703.06,SK0102_1_imitation555_62_mono.wav
58,52.45093816,588.2304615,69.01001084,79.85219956,0.031892465,0.072780599,14.9242718,6162,61,imitation,63,5.52,475.76,SK0102_1_imitation555_63_mono.wav
59,40.60342085,542.1016479,68.36007622,79.12811407,0.022438506,0.076660287,16.4202906,6162,61,imitation,64,6.63,570.76,SK0102_1_imitation555_64_mono.wav
60,52.45513783,233.8770752,68.15449805,78.41692018,0.023241694,0.078814552,16.8580581,6162,61,imitation,65,9.83,847.07,SK0102_1_imitation555_65_mono.wav
61,49.19511368,469.2254013,68.0659853,77.23548408,0.021061468,0.066484015,19.2263538,6162,61,imitation,66,7.3,628.38,SK0102_1_imitation555_66_mono.wav
62,48.40579396,187.947049,67.27686947,76.89127531,0.025617635,0.0825691,15.8001425,6162,61,imitation,67,7.07,609.26,SK0102_1_imitation555_67_mono.wav
63,62.58319509,185.4612526,69.44666761,79.5229736,0.021785575,0.064083795,18.0369375,6162,61,imitation,68,8.85,762.49,SK0102_1_imitation555_68_mono.wav
64,64.4039217,178.6365116,68.93010296,78.36494883,0.019452352,0.069727258,17.9996529,6162,61,imitation,69,8.4,723.39,SK0102_1_imitation555_69_mono.wav
65,60.73691812,184.0278618,69.80590761,79.3163028,0.025154344,0.069713663,17.2250197,6162,61,imitation,6,11.47,988.24,SK0102_1_imitation555_6_mono.wav
66,57.18509146,329.8895998,71.54089179,80.35311095,0.022560942,0.053217908,18.1371545,6162,61,imitation,70,6.5,559.82,SK0102_1_imitation555_70_mono.wav
67,43.61675412,192.6413462,68.61031538,78.36875707,0.025540215,0.070221827,15.9117192,6162,61,imitation,71,7.58,653.19,SK0102_1_imitation555_71_mono.wav
68,57.65721619,184.5563422,68.84091207,79.00784425,0.028352838,0.082066136,16.8101307,6162,61,imitation,72,9.85,848.19,SK0102_1_imitation555_72_mono.wav
69,41.47732928,196.7368228,70.05552226,81.36797281,0.01813826,0.053364822,18.7632704,6162,61,imitation,73,9.42,810.98,SK0102_1_imitation555_73_mono.wav
70,49.05936907,188.5875012,68.67458366,79.67725362,0.023132959,0.068498489,17.3275236,6162,61,imitation,74,9.01,776.1,SK0102_1_imitation555_74_mono.wav
71,58.67985429,174.9175866,67.92806342,77.08318113,0.021066966,0.077012778,18.5680981,6162,61,imitation,75,7.35,633.38,SK0102_1_imitation555_75_mono.wav
72,59.45827741,191.6387024,70.07580999,79.73825667,0.021058213,0.062097498,17.9413611,6162,61,imitation,76,7.91,681.09,SK0102_1_imitation555_76_mono.wav
73,55.07165942,217.0202443,70.35949108,80.24439249,0.025187238,0.077875252,16.7138045,6162,61,imitation,77,8.94,770.33,SK0102_1_imitation555_77_mono.wav
74,50.66869659,181.8000286,69.43777572,80.15621774,0.021305586,0.069201488,18.3280296,6162,61,imitation,78,9.46,814.6,SK0102_1_imitation555_78_mono.wav
75,58.86369204,535.2780464,69.81422488,78.57391761,0.02274548,0.067514072,17.0072763,6162,61,imitation,79,10.16,874.98,SK0102_1_imitation555_79_mono.wav
76,47.13001571,502.5493463,68.52690365,79.10815138,0.025251906,0.074700904,17.3680699,6162,61,imitation,7,9.59,825.63,SK0102_1_imitation555_7_mono.wav
77,57.39603046,524.4757697,71.00952421,79.06148147,0.028179262,0.066919493,16.2145323,6162,61,imitation,80,7.78,669.81,SK0102_1_imitation555_80_mono.wav
78,44.53930104,182.5515347,68.51198573,78.832423,0.025081763,0.059743831,15.6791319,6162,61,imitation,8,8.94,770.41,SK0102_1_imitation555_8_mono.wav
79,54.39579657,164.9671165,69.06347632,78.75588498,0.01785481,0.070618095,19.1690678,6162,61,imitation,9,5.89,507.11,SK0102_1_imitation555_9_mono.wav
80,62.98861141,192.5022863,70.7141521,81.98725896,0.019691475,0.079850963,16.3469888,6162,62,imitation,10,6.59,568,SK0102_2_imitation555_10_mono.wav
81,54.04228995,216.5544895,68.96349243,81.06746353,0.024447611,0.087709502,14.8057989,6162,62,imitation,11,7.56,651.21,SK0102_2_imitation555_11_mono.wav
82,49.14980489,207.4702551,68.70212483,79.99776973,0.020988292,0.075783174,14.3997692,6162,62,imitation,12,9.16,789.11,SK0102_2_imitation555_12_mono.wav
83,51.15999514,176.6099161,67.16517432,76.96877544,0.015702699,0.083831838,15.1007488,6162,62,imitation,13,5.31,457.41,SK0102_2_imitation555_13_mono.wav
84,46.18149835,189.4540184,67.74197595,78.72887345,0.026019218,0.099827576,15.0997891,6162,62,imitation,14,6.93,596.86,SK0102_2_imitation555_14_mono.wav
85,50.87456965,212.1927365,69.73676343,80.07724473,0.022454836,0.080657212,14.7255427,6162,62,imitation,15,8.2,706.68,SK0102_2_imitation555_15_mono.wav
86,46.81654239,239.5904143,70.52487715,82.05967863,0.023875303,0.079875176,14.8128224,6162,62,imitation,16,8.34,718.73,SK0102_2_imitation555_16_mono.wav
87,48.25361133,546.3880936,70.90614457,83.05192435,0.019370554,0.070953616,15.3115174,6162,62,imitation,17,11.2,964.3,SK0102_2_imitation555_17_mono.wav
88,40.70352062,185.0081742,65.6345913,78.03388391,0.024055134,0.0776476,15.2584096,6162,62,imitation,18,10.54,908.23,SK0102_2_imitation555_18_mono.wav
89,44.72137407,200.8387871,68.36997637,80.11892644,0.025983383,0.098513448,14.7273591,6162,62,imitation,19,7.64,657.84,SK0102_2_imitation555_19_mono.wav
90,53.75497924,251.9004163,68.69957947,78.89675459,0.024034154,0.086736672,14.8038515,6162,62,imitation,1,7.5,646.3,SK0102_2_imitation555_1_mono.wav
91,38.0635621,181.6283275,69.45932433,80.11986344,0.025299962,0.073304484,13.5611447,6162,62,imitation,20,8.85,762.49,SK0102_2_imitation555_20_mono.wav
92,50.16566314,230.1728249,70.77378199,82.84645322,0.02103969,0.082941184,15.8386925,6162,62,imitation,21,5.3,456.38,SK0102_2_imitation555_21_mono.wav
93,39.36895228,194.5423573,68.0459445,79.94221573,0.031370517,0.087039384,12.836657,6162,62,imitation,22,6.03,519.68,SK0102_2_imitation555_22_mono.wav
94,56.19753529,381.1620496,70.04434558,80.09354809,0.02444429,0.085161532,13.5120912,6162,62,imitation,23,9.4,809.52,SK0102_2_imitation555_23_mono.wav
95,50.71879419,189.5637901,69.10805875,78.97680607,0.025457055,0.076493858,15.0546807,6162,62,imitation,24,9.16,789.45,SK0102_2_imitation555_24_mono.wav
96,51.84804872,244.4056843,69.17123624,80.42916516,0.026879251,0.082437179,14.5498637,6162,62,imitation,25,7.18,618.65,SK0102_2_imitation555_25_mono.wav
97,46.52244291,512.4089006,70.4365545,80.59405126,0.0193938,0.072585671,14.7603059,6162,62,imitation,26,11.55,994.53,SK0102_2_imitation555_26_mono.wav
98,62.56221942,197.4002661,71.11291568,81.75473063,0.021780267,0.083520866,15.1230358,6162,62,imitation,27,9.33,803.49,SK0102_2_imitation555_27_mono.wav
99,40.04541528,192.2402001,68.04921879,79.28376074,0.033210856,0.096662543,11.2557366,6162,62,imitation,28,6.84,588.76,SK0102_2_imitation555_28_mono.wav
100,39.60480069,189.2489045,68.68697906,80.39979216,0.021503049,0.073525511,17.7189764,6162,62,imitation,29,6.73,579.37,SK0102_2_imitation555_29_mono.wav
101,38.99040321,187.7482819,68.41079624,80.35891383,0.022138784,0.084629127,14.6537634,6162,62,imitation,2,7.75,667.92,SK0102_2_imitation555_2_mono.wav
102,44.99322532,201.5109725,69.22254828,79.91326686,0.022693476,0.078099564,13.8278645,6162,62,imitation,30,9.97,858.7,SK0102_2_imitation555_30_mono.wav
103,51.62710591,199.781433,71.16316546,82.97032835,0.016823117,0.067020514,18.3797615,6162,62,imitation,31,11.3,973.17,SK0102_2_imitation555_31_mono.wav
104,59.82466398,173.3594371,69.81799184,79.36281171,0.014245448,0.068491807,17.0003117,6162,62,imitation,32,5.56,479.29,SK0102_2_imitation555_32_mono.wav
105,56.20227657,195.0993398,71.2933161,79.39794961,0.023679317,0.066583876,16.6673443,6162,62,imitation,33,9.03,777.56,SK0102_2_imitation555_33_mono.wav
106,53.33299285,199.3651999,70.17335957,80.6792434,0.017731725,0.074748221,17.352467,6162,62,imitation,34,7.08,610.21,SK0102_2_imitation555_34_mono.wav
107,49.34759468,184.2587898,69.58051374,81.6672749,0.018482255,0.089136199,15.4584305,6162,62,imitation,35,7.68,661.46,SK0102_2_imitation555_35_mono.wav
108,56.10611482,191.7785861,70.97626026,81.56640085,0.020373395,0.072357579,16.2480587,6162,62,imitation,36,11.06,952.76,SK0102_2_imitation555_36_mono.wav
109,53.13904795,194.5636366,70.09475794,81.80035285,0.020492926,0.080568512,16.3744296,6162,62,imitation,37,11.32,975.07,SK0102_2_imitation555_37_mono.wav
110,50.97256039,179.1997017,68.6307062,79.12973566,0.02138447,0.085476625,14.7664729,6162,62,imitation,38,9.39,809.09,SK0102_2_imitation555_38_mono.wav
111,48.53676261,192.6625582,69.85440091,80.4244811,0.023963614,0.091946851,13.7380517,6162,62,imitation,39,9.36,806.5,SK0102_2_imitation555_39_mono.wav
112,47.08568007,183.9729051,68.43335437,79.28957471,0.026031206,0.08944623,14.4302278,6162,62,imitation,3,5.36,461.54,SK0102_2_imitation555_3_mono.wav
113,58.29684784,190.5692274,70.58302452,80.13745202,0.021237908,0.08187163,15.7797868,6162,62,imitation,40,6.63,570.67,SK0102_2_imitation555_40_mono.wav
114,49.25465884,206.9353599,69.70451841,80.01373289,0.022563649,0.088342996,13.9851195,6162,62,imitation,41,5.23,450.35,SK0102_2_imitation555_41_mono.wav
115,48.47074348,194.7076658,70.30962293,82.04581605,0.024643284,0.093538306,14.6837159,6162,62,imitation,42,7.28,627.18,SK0102_2_imitation555_42_mono.wav
116,53.61139259,217.6627689,69.24493011,79.43386594,0.017790548,0.073716016,16.2347049,6162,62,imitation,43,10.6,912.79,SK0102_2_imitation555_43_mono.wav
117,49.49359114,221.9732636,70.43667191,81.56173783,0.023493055,0.08532881,14.0145013,6162,62,imitation,44,12.48,1074.64,SK0102_2_imitation555_44_mono.wav
118,39.28880088,197.7428105,70.38537295,81.99640859,0.023926358,0.085455299,15.5813471,6162,62,imitation,45,8,689.11,SK0102_2_imitation555_45_mono.wav
119,48.6140399,169.9956006,67.89459607,79.90488762,0.029489074,0.095370543,12.0411629,6162,62,imitation,46,6.91,595.57,SK0102_2_imitation555_46_mono.wav
120,45.43831344,433.5852737,68.29907245,78.22719786,0.020943097,0.070722569,15.4939116,6162,62,imitation,47,7.86,676.96,SK0102_2_imitation555_47_mono.wav
121,45.69069428,209.6216466,71.22056238,83.92148886,0.021121378,0.082660112,15.5245727,6162,62,imitation,48,8.34,718.56,SK0102_2_imitation555_48_mono.wav
122,46.68771302,206.4999336,69.81518425,79.70971404,0.022549643,0.082550694,12.6166156,6162,62,imitation,49,8.92,768.61,SK0102_2_imitation555_49_mono.wav
123,51.48192492,219.4276895,66.76976356,76.04054577,0.022671206,0.082786819,14.2570708,6162,62,imitation,4,6.77,582.73,SK0102_2_imitation555_4_mono.wav
124,43.91226537,182.5950101,68.80783442,83.60538176,0.022587579,0.081381931,15.1487595,6162,62,imitation,50,6.22,535.96,SK0102_2_imitation555_50_mono.wav
125,53.2622074,224.1186405,70.08188044,83.40225634,0.023206758,0.090773841,14.5028751,6162,62,imitation,51,9.21,793.58,SK0102_2_imitation555_51_mono.wav
126,49.65455696,197.9715295,70.8159586,80.52017928,0.0198842,0.068122674,14.1642561,6162,62,imitation,52,10.85,934.5,SK0102_2_imitation555_52_mono.wav
127,47.05900914,179.3051632,69.90132549,80.11475223,0.017134517,0.069222406,15.8749451,6162,62,imitation,53,6.39,550.69,SK0102_2_imitation555_53_mono.wav
128,57.61851664,489.1380826,70.7964233,82.21002167,0.016848497,0.066945338,18.0290886,6162,62,imitation,54,7.93,682.82,SK0102_2_imitation555_54_mono.wav
129,45.19534103,183.9253471,69.25953904,81.60015409,0.021830073,0.0810762,14.9916114,6162,62,imitation,55,7.16,616.84,SK0102_2_imitation555_55_mono.wav
130,51.61252939,186.6486368,71.25279572,88.71873474,0.022104031,0.080451974,15.1543819,6162,62,imitation,56,10.01,862.23,SK0102_2_imitation555_56_mono.wav
131,50.25098005,183.4651653,69.04485814,81.53650776,0.023544089,0.090076651,12.8345222,6162,62,imitation,57,6.86,590.48,SK0102_2_imitation555_57_mono.wav
132,48.9860665,189.2652054,71.06876891,81.08422254,0.019372892,0.075295213,15.086666,6162,62,imitation,58,7.86,676.7,SK0102_2_imitation555_58_mono.wav
133,48.30155432,212.5200674,69.39785808,81.00753862,0.023578936,0.076378083,14.5824231,6162,62,imitation,59,9.71,836.48,SK0102_2_imitation555_59_mono.wav
134,53.76711392,195.2734655,69.86798927,80.70049748,0.028565749,0.076769409,14.47954,6162,62,imitation,5,8.09,697.03,SK0102_2_imitation555_5_mono.wav
135,49.02455746,202.4856347,69.1265229,78.79793772,0.023009028,0.07867821,13.8737467,6162,62,imitation,60,8.17,703.92,SK0102_2_imitation555_60_mono.wav
136,50.81089879,188.119822,68.7581789,80.17360259,0.020443934,0.076640215,15.6625891,6162,62,imitation,61,8.25,711.07,SK0102_2_imitation555_61_mono.wav
137,41.71587735,210.6074595,68.97282571,80.03419212,0.01943824,0.080393948,13.7216292,6162,62,imitation,62,9.29,800.56,SK0102_2_imitation555_62_mono.wav
138,37.62361129,199.5563014,67.59997462,79.47386445,0.034813799,0.100918838,11.3402119,6162,62,imitation,63,5.05,435.19,SK0102_2_imitation555_63_mono.wav
139,43.34939439,207.9207121,69.45068431,80.77279323,0.023641289,0.086021289,13.6851734,6162,62,imitation,64,6.29,541.56,SK0102_2_imitation555_64_mono.wav
140,45.07569706,209.7731917,69.68070218,82.3089318,0.026124715,0.09296572,13.6709442,6162,62,imitation,65,10.66,918.39,SK0102_2_imitation555_65_mono.wav
141,42.98882301,190.9424101,68.83218453,80.11263343,0.022348399,0.078669234,15.3795384,6162,62,imitation,66,7.75,667.49,SK0102_2_imitation555_66_mono.wav
142,46.62619606,204.1457608,70.19878603,81.05214817,0.019559487,0.080355357,16.359864,6162,62,imitation,67,6.84,589.19,SK0102_2_imitation555_67_mono.wav
143,58.89617363,201.5873603,70.69256166,80.21449118,0.019425389,0.077153041,15.9093922,6162,62,imitation,68,10.05,865.76,SK0102_2_imitation555_68_mono.wav
144,59.32849432,187.8295089,70.93976498,82.39626043,0.019618349,0.077060449,16.214622,6162,62,imitation,69,9.32,802.71,SK0102_2_imitation555_69_mono.wav
145,50.04120036,185.1949926,70.8307723,83.90759219,0.017641243,0.067204896,16.1554636,6162,62,imitation,6,12.03,1036.13,SK0102_2_imitation555_6_mono.wav
146,47.46574763,194.3175347,70.65281512,81.39630243,0.017742985,0.077104234,15.2288907,6162,62,imitation,70,6.09,525.02,SK0102_2_imitation555_70_mono.wav
147,41.15276942,206.1877819,67.32870884,79.28802619,0.022799492,0.082300738,13.9116272,6162,62,imitation,71,6.95,598.58,SK0102_2_imitation555_71_mono.wav
148,52.45393169,203.5481997,70.56008296,81.78559571,0.02569247,0.087581483,14.2320098,6162,62,imitation,72,9.59,826.23,SK0102_2_imitation555_72_mono.wav
149,57.56576859,217.5638356,70.21466047,80.81551114,0.021874382,0.06474828,16.4870259,6162,62,imitation,73,7.56,650.86,SK0102_2_imitation555_73_mono.wav
150,51.33175068,195.2889684,69.49211673,79.80527717,0.021274066,0.079452467,15.1711567,6162,62,imitation,74,8.43,725.8,SK0102_2_imitation555_74_mono.wav
151,39.13938122,212.3332057,70.91073898,84.03096174,0.022682934,0.078620092,16.9721731,6162,62,imitation,75,10.05,865.85,SK0102_2_imitation555_75_mono.wav
152,47.09442045,190.968747,69.29192258,82.02380206,0.014982118,0.067707132,15.5802438,6162,62,imitation,76,8.01,690.23,SK0102_2_imitation555_76_mono.wav
153,50.22069563,203.8269442,71.83119482,82.5985467,0.023035737,0.074598031,16.4577817,6162,62,imitation,77,9.87,850.26,SK0102_2_imitation555_77_mono.wav
154,50.6641914,548.0311599,70.12185535,81.51903321,0.018473122,0.067774453,17.4322429,6162,62,imitation,78,9.52,819.94,SK0102_2_imitation555_78_mono.wav
155,52.24623423,476.9339983,70.36048051,81.30119017,0.022820215,0.075866233,14.128477,6162,62,imitation,79,10.07,867.57,SK0102_2_imitation555_79_mono.wav
156,37.86079474,185.3655242,69.1216509,80.92182008,0.02232314,0.084512128,14.3034626,6162,62,imitation,7,8.4,723.21,SK0102_2_imitation555_7_mono.wav
157,43.43180238,215.2959379,68.96486269,80.77866164,0.021325945,0.079669223,14.169423,6162,62,imitation,80,9.52,819.77,SK0102_2_imitation555_80_mono.wav
158,43.54703725,211.9127577,68.19509067,79.35878604,0.027605614,0.097938519,11.7870983,6162,62,imitation,8,7.94,683.94,SK0102_2_imitation555_8_mono.wav
159,44.98484051,188.4448169,69.13253595,83.27370917,0.022781323,0.091794339,17.9355589,6162,62,imitation,9,5.9,508.57,SK0102_2_imitation555_9_mono.wav
160,94.24175032,254.1094133,70.01474519,87.95206331,0.016063689,0.069027668,16.0295347,6364,63,imitation,10,6.23,536.9,SK0304_3_imitation555_10_mono.wav
161,73.63197791,282.1356351,66.63044079,79.65975571,0.018136472,0.062926138,18.1789415,6364,63,imitation,11,7.75,667.23,SK0304_3_imitation555_11_mono.wav
162,79.94939453,318.6282191,69.02346762,84.16123438,0.018876149,0.07291528,17.0734844,6364,63,imitation,12,7.87,677.73,SK0304_3_imitation555_12_mono.wav
163,70.79706154,259.0130776,63.72109903,75.99001955,0.018722529,0.059478548,17.2366653,6364,63,imitation,13,4.34,373.6,SK0304_3_imitation555_13_mono.wav
164,72.7968541,307.5891786,66.69932377,80.74120461,0.019970282,0.067273596,18.6227198,6364,63,imitation,14,6.24,537.51,SK0304_3_imitation555_14_mono.wav
165,81.18331109,371.6440545,66.77162672,75.52971659,0.019583904,0.06335038,16.0536297,6364,63,imitation,15,6.54,563.01,SK0304_3_imitation555_15_mono.wav
166,74.67188239,584.0784578,68.15223041,84.41729595,0.020570846,0.066736141,14.9094569,6364,63,imitation,16,6.86,591.17,SK0304_3_imitation555_16_mono.wav
167,72.31801053,581.3039337,68.14951315,85.28809599,0.020096984,0.064775391,16.1721088,6364,63,imitation,17,8.2,706.25,SK0304_3_imitation555_17_mono.wav
