,Mean Pitch,Max Pitch,Mean Intensity,Max Intensity,Jitter,Shimmer,NHR,dyad,speaker,session,sentence,duration(s),size(K),file_name
1605,58.80270397,587.5648478,67.89835924,79.42430694,0.0272825,0.084392134,14.5967656,6162,61,main0,1,7.39,636.99,SK0102_1_main0_1_mono.wav
1606,58.69300072,204.9311484,69.82663965,79.31029411,0.02208328,0.066851301,17.3425445,6162,61,main0,21,5.78,497.63,SK0102_1_main0_21_mono.wav
1607,67.96987248,216.2906935,70.81328158,80.0820349,0.020110318,0.066980848,17.9631914,6162,61,main0,23,10.16,874.81,SK0102_1_main0_23_mono.wav
1608,63.10998607,205.8380965,69.79980393,77.97239975,0.017890601,0.062843312,17.764096,6162,61,main0,25,7.65,659.3,SK0102_1_main0_25_mono.wav
1609,71.83698225,471.8803276,70.22793141,78.92790058,0.020693767,0.061571716,18.4966581,6162,61,main0,27,9.22,794.27,SK0102_1_main0_27_mono.wav
1610,44.37598041,206.8732318,67.54496876,78.94164739,0.023287934,0.075633778,17.3328999,6162,61,main0,29,6.2,533.81,SK0102_1_main0_29_mono.wav
1611,57.82286684,462.5726107,68.37401918,78.24271037,0.027049723,0.076190678,16.6641572,6162,61,main0,31,9.77,841.47,SK0102_1_main0_31_mono.wav
1612,69.89800792,225.5629013,71.60343003,80.98762434,0.016863816,0.051821604,19.5920465,6162,61,main0,33,9.25,796.77,SK0102_1_main0_33_mono.wav
1613,60.2394189,195.3540968,69.68434619,79.50103466,0.022276401,0.064413794,16.5211237,6162,61,main0,35,5.91,508.92,SK0102_1_main0_35_mono.wav
1614,70.20747347,209.9656281,69.9699024,79.14521641,0.022746455,0.06617042,17.6402397,6162,61,main0,37,9.02,777.22,SK0102_1_main0_37_mono.wav
1615,67.69401998,230.1935528,70.92428888,80.24054283,0.025281759,0.080277563,16.617921,6162,61,main0,39,7.25,624.68,SK0102_1_main0_39_mono.wav
1616,51.89391233,187.6465173,70.01491349,78.47911183,0.023138534,0.077237481,15.1798322,6162,61,main0,3,4.91,422.61,SK0102_1_main0_3_mono.wav
1617,49.71247272,203.5833344,69.83351788,78.70959719,0.025841465,0.073274441,15.8213128,6162,61,main0,41,6.11,526.23,SK0102_1_main0_41_mono.wav
1618,70.67360451,208.1278456,70.54315733,79.49014792,0.022685704,0.073095127,16.1410176,6162,61,main0,43,8.05,693.24,SK0102_1_main0_43_mono.wav
1619,52.52733783,200.0725136,69.12846884,79.59965759,0.025572278,0.072050965,16.2004881,6162,61,main0,45,6.55,564.64,SK0102_1_main0_45_mono.wav
1620,59.44495017,203.0492831,68.91453299,77.10316796,0.020295619,0.065945937,18.5784036,6162,61,main0,47,6.82,587.12,SK0102_1_main0_47_mono.wav
1621,65.00930726,198.1921029,70.97095216,79.10522644,0.023669585,0.0696245,16.1875272,6162,61,main0,49,8.37,721.32,SK0102_1_main0_49_mono.wav
1622,71.48154879,511.080705,69.82717998,78.46864973,0.027480849,0.071330116,17.0128002,6162,61,main0,51,7.88,678.42,SK0102_1_main0_51_mono.wav
1623,64.23373226,419.9574831,69.29561154,80.17493673,0.019068935,0.067079833,20.0093808,6162,61,main0,53,6.29,541.56,SK0102_1_main0_53_mono.wav
1624,57.89900225,184.0131998,68.56477336,77.19614205,0.021751518,0.061926993,18.1181094,6162,61,main0,55,6.97,600.47,SK0102_1_main0_55_mono.wav
1625,59.13085582,529.6958018,68.53427875,78.55771445,0.020811452,0.077382931,17.2084157,6162,61,main0,57,7.96,685.4,SK0102_1_main0_57_mono.wav
1626,66.14347082,469.7395096,69.12110401,78.48161203,0.018838261,0.056364952,18.4160489,6162,61,main0,59,9.21,793.15,SK0102_1_main0_59_mono.wav
1627,66.74809004,178.6484592,69.41988613,78.27261373,0.021252861,0.073564528,17.6442695,6162,61,main0,5,6.81,586.26,SK0102_1_main0_5_mono.wav
1628,64.13701529,491.9354335,68.17632422,77.5517931,0.023393668,0.06514366,17.4028139,6162,61,main0,61,7.48,644.06,SK0102_1_main0_61_mono.wav
1629,48.39087142,197.8233425,68.42641638,80.37156839,0.02211307,0.064932083,16.7110723,6162,61,main0,63,5.85,503.75,SK0102_1_main0_63_mono.wav
1630,57.24173526,221.7448019,69.38273622,79.24845087,0.019810588,0.064357241,18.5917879,6162,61,main0,65,10.37,893.15,SK0102_1_main0_65_mono.wav
1631,52.92615385,187.8706543,69.64396988,79.51931759,0.023215589,0.075482729,16.0467524,6162,61,main0,67,6.47,557.41,SK0102_1_main0_67_mono.wav
1632,74.43362221,199.3108595,70.106263,79.19693494,0.022769269,0.065070902,18.1035121,6162,61,main0,69,8.41,724.51,SK0102_1_main0_69_mono.wav
1633,57.87406305,193.3990608,69.90173711,78.71510389,0.023434748,0.069439869,16.5730557,6162,61,main0,71,6.28,540.78,SK0102_1_main0_71_mono.wav
1634,61.88828591,204.9049254,70.55522115,80.16084297,0.020059569,0.059270318,17.9929406,6162,61,main0,73,7.07,609.17,SK0102_1_main0_73_mono.wav
1635,63.62065498,201.2319802,69.16336214,79.96356862,0.022950351,0.063861517,19.3911645,6162,61,main0,75,7.72,665.16,SK0102_1_main0_75_mono.wav
1636,55.47348104,194.1674898,69.04907093,78.37635483,0.017865079,0.075226402,17.7033343,6162,61,main0,77,8.28,713.48,SK0102_1_main0_77_mono.wav
1637,62.41536798,541.551142,69.97731748,78.4251577,0.024736592,0.067710171,17.313344,6162,61,main0,79,9.18,790.92,SK0102_1_main0_79_mono.wav
1638,43.59749239,187.5384256,67.50404869,77.77327351,0.02093003,0.079155714,13.8421131,6162,61,main0,7,7.23,623.04,SK0102_1_main0_7_mono.wav
1639,52.436385,188.9244195,68.86289508,78.46189232,0.025320319,0.078223941,15.6439049,6162,61,main0,9,5.12,441.21,SK0102_1_main0_9_mono.wav
1640,59.89849345,203.7655542,69.42449808,78.75722424,0.019037656,0.072555792,15.4301591,6162,62,main0,10,6.76,581.87,SK0102_2_main0_10_mono.wav
1641,51.39502929,196.1056468,70.24036013,80.49418222,0.018332133,0.082597623,14.6270507,6162,62,main0,12,8.14,701.42,SK0102_2_main0_12_mono.wav
1642,51.60713757,243.4844346,68.23645334,81.39750066,0.020714452,0.088969862,17.0136089,6162,62,main0,14,6.7,576.79,SK0102_2_main0_14_mono.wav
1643,47.26836768,262.4886653,70.28974436,81.16845572,0.019330509,0.077773404,14.1380342,6162,62,main0,16,8.51,733.21,SK0102_2_main0_16_mono.wav
1644,50.03515759,192.3632,68.16184798,78.49550061,0.021292044,0.077802804,14.3965358,6162,62,main0,18,8.44,727.09,SK0102_2_main0_18_mono.wav
1645,38.85786048,179.1657619,68.7342245,81.30056774,0.024501403,0.086675655,14.2734816,6162,62,main0,20,7.55,650.69,SK0102_2_main0_20_mono.wav
1646,47.70815639,202.3126145,68.4063837,79.21981294,0.031197984,0.095430816,11.7791857,6162,62,main0,22,4.79,412.53,SK0102_2_main0_22_mono.wav
1647,55.29033946,433.4189167,69.16079605,79.30140868,0.021079727,0.081883109,14.7893549,6162,62,main0,24,8.8,757.58,SK0102_2_main0_24_mono.wav
1648,51.99523374,224.9503267,69.9081517,80.20151414,0.018299261,0.072330529,15.2085947,6162,62,main0,26,10.03,863.96,SK0102_2_main0_26_mono.wav
1649,48.99408252,181.5479943,69.36660212,79.55493299,0.024655413,0.071956196,15.0427362,6162,62,main0,28,7.6,654.82,SK0102_2_main0_28_mono.wav
1650,39.62078292,189.9739832,67.96723943,79.2733654,0.021941828,0.078596944,15.6096534,6162,62,main0,2,9.51,819.51,SK0102_2_main0_2_mono.wav
1651,52.42097101,184.4436437,68.78925402,79.43385965,0.02070139,0.07425816,14.8133565,6162,62,main0,30,7.32,630.54,SK0102_2_main0_30_mono.wav
1652,55.79602371,187.7976769,69.98154669,79.48609433,0.01670058,0.067663643,16.2226276,6162,62,main0,32,5.79,498.41,SK0102_2_main0_32_mono.wav
1653,57.77294504,222.6608268,70.03423264,81.53672591,0.019010781,0.07380419,16.1479479,6162,62,main0,34,6.66,573.69,SK0102_2_main0_34_mono.wav
1654,49.47591077,185.0158997,69.6123499,80.99484523,0.020402789,0.077596429,15.6371548,6162,62,main0,36,11.31,974.38,SK0102_2_main0_36_mono.wav
1655,60.07459997,186.3925572,69.73268974,79.88321156,0.021634868,0.084861664,15.2765618,6162,62,main0,38,7.97,686.26,SK0102_2_main0_38_mono.wav
1656,64.60131296,192.5639172,70.35684908,79.70244554,0.017565052,0.086477311,15.677272,6162,62,main0,40,5.49,472.57,SK0102_2_main0_40_mono.wav
1657,45.34886049,166.3242985,66.51392845,77.33558667,0.027515278,0.097950113,13.2852954,6162,62,main0,42,6.05,521.4,SK0102_2_main0_42_mono.wav
1658,47.4056181,205.6899524,68.84159502,78.28046419,0.022607455,0.091074612,12.9132465,6162,62,main0,44,10.13,872.14,SK0102_2_main0_44_mono.wav
1659,62.09647765,191.8716954,70.20659824,80.36446278,0.022955612,0.087987631,15.6369589,6162,62,main0,46,7.3,628.98,SK0102_2_main0_46_mono.wav
1660,51.531983,568.8370328,70.9483249,82.3062235,0.027715175,0.078086806,14.2288807,6162,62,main0,48,7.56,651.46,SK0102_2_main0_48_mono.wav
1661,50.96564157,218.8848523,68.52426181,79.90718361,0.020960456,0.08207787,13.4845713,6162,62,main0,4,7.26,624.94,SK0102_2_main0_4_mono.wav
1662,55.22274858,198.2232473,68.08792322,78.96357698,0.020984472,0.09277722,13.0873198,6162,62,main0,50,5.26,453.1,SK0102_2_main0_50_mono.wav
1663,48.59380374,170.2899487,69.7836109,82.09307033,0.022609832,0.076686786,14.1230459,6162,62,main0,52,11.61,1000.04,SK0102_2_main0_52_mono.wav
1664,58.99436448,219.2535423,69.22440789,79.10753387,0.018991729,0.073135997,16.6092227,6162,62,main0,54,7.12,613.48,SK0102_2_main0_54_mono.wav
1665,64.34682385,215.6079632,69.69622455,79.49725338,0.024655262,0.073345027,14.2776561,6162,62,main0,56,7.55,650.26,SK0102_2_main0_56_mono.wav
1666,58.76683805,553.0913681,70.81738216,81.05452899,0.020706326,0.08501377,14.414106,6162,62,main0,58,6.53,562.15,SK0102_2_main0_58_mono.wav
1667,53.60563705,219.4328566,69.95121817,79.50612754,0.024223482,0.075748377,13.5089713,6162,62,main0,60,7.32,630.88,SK0102_2_main0_60_mono.wav
1668,56.60854581,227.329376,70.38486418,80.96656166,0.020992765,0.093997204,13.63002,6162,62,main0,62,6.45,555.26,SK0102_2_main0_62_mono.wav
1669,55.94651604,500.2011122,68.46095316,79.54442951,0.026765514,0.095980549,12.2806526,6162,62,main0,64,4.77,410.72,SK0102_2_main0_64_mono.wav
1670,47.40553226,209.9954338,71.03764955,81.03349479,0.018576166,0.069858953,14.9514258,6162,62,main0,66,5.69,490.22,SK0102_2_main0_66_mono.wav
1671,67.80347032,571.9805804,70.4105159,80.74269899,0.017079345,0.072320166,16.627709,6162,62,main0,68,8.36,719.94,SK0102_2_main0_68_mono.wav
1672,51.37620817,221.2676702,69.82655249,81.96348046,0.019634871,0.091007464,16.0721833,6162,62,main0,6,10.07,867.14,SK0102_2_main0_6_mono.wav
1673,45.39447458,558.9507397,70.03654657,81.01406865,0.020654811,0.066986188,15.520238,6162,62,main0,70,5.75,495.31,SK0102_2_main0_70_mono.wav
1674,53.09746862,188.7893505,70.28500415,80.79203094,0.019475359,0.079406331,13.9949432,6162,62,main0,72,8.62,742.34,SK0102_2_main0_72_mono.wav
1675,64.63438417,192.9230541,70.61692806,80.0067823,0.020411582,0.071305406,16.4917302,6162,62,main0,74,6.78,584.2,SK0102_2_main0_74_mono.wav
1676,65.8338308,207.7865254,70.67648254,79.86687811,0.016688982,0.0773046,16.4156268,6162,62,main0,76,5.85,503.92,SK0102_2_main0_76_mono.wav
1677,53.11175212,216.6367608,70.3835529,82.88966996,0.016924105,0.062766122,16.165512,6162,62,main0,78,8.56,737.51,SK0102_2_main0_78_mono.wav
1678,50.30478449,274.1156139,68.92701513,79.86175343,0.028697957,0.082207066,12.1927232,6162,62,main0,80,7.67,660.77,SK0102_2_main0_80_mono.wav
1679,42.11459345,207.3055524,68.26692338,79.54598652,0.023181104,0.084797849,12.4989925,6162,62,main0,8,7.62,656.72,SK0102_2_main0_8_mono.wav
1680,84.85519453,513.1426001,66.12414532,79.6870235,0.01990847,0.057346023,19.0057052,6364,63,main0,11,7.86,677.22,SK0304_3_main0_11_mono.wav
1681,95.55671196,401.2329739,65.22521108,74.5510228,0.024616269,0.066706551,17.6295274,6364,63,main0,13,4.57,393.41,SK0304_3_main0_13_mono.wav
1682,81.17266678,269.1086419,65.42031363,76.07593056,0.022640554,0.075726586,14.7152649,6364,63,main0,15,6.58,566.45,SK0304_3_main0_15_mono.wav
1683,84.97004337,269.6256891,67.58737897,78.50227356,0.019698693,0.064036622,16.7149627,6364,63,main0,17,7.98,687.81,SK0304_3_main0_17_mono.wav
1684,83.02794615,287.5304362,66.64834276,80.51107871,0.020247072,0.070734992,18.916885,6364,63,main0,19,5.9,508.05,SK0304_3_main0_19_mono.wav
1685,61.59373071,550.5556742,67.20764858,84.10492357,0.024099424,0.066707418,16.0088896,6364,63,main0,1,8.1,697.89,SK0304_3_main0_1_mono.wav
1686,74.16596057,259.1692551,67.96224419,79.02919115,0.024919353,0.074947512,15.4715454,6364,63,main0,21,5.14,442.94,SK0304_3_main0_21_mono.wav
1687,83.15657719,594.0816181,67.13304971,79.33575521,0.023396415,0.072468389,15.4557567,6364,63,main0,23,8.84,761.8,SK0304_3_main0_23_mono.wav
1688,80.5996703,293.9431637,67.02970899,80.18566603,0.018136569,0.06856649,17.3923972,6364,63,main0,25,6.23,536.82,SK0304_3_main0_25_mono.wav
1689,101.4144272,296.5556187,67.10744352,79.33206304,0.018152981,0.069856298,17.9097015,6364,63,main0,27,8.03,691.26,SK0304_3_main0_27_mono.wav
1690,75.02954556,275.8342944,66.15593468,76.38549807,0.03080938,0.070554165,16.616202,6364,63,main0,29,5.51,474.38,SK0304_3_main0_29_mono.wav
1691,75.20355955,276.7703673,68.13012951,84.19118584,0.017473256,0.057518594,18.3763733,6364,63,main0,31,9.85,848.45,SK0304_3_main0_31_mono.wav
1692,96.41753518,295.4272554,67.33504919,77.92171935,0.018708566,0.071820021,16.9285895,6364,63,main0,33,7.65,658.62,SK0304_3_main0_33_mono.wav
1693,77.16526553,503.2740524,63.97361572,76.3468167,0.021222028,0.082308919,17.1433475,6364,63,main0,35,5.31,457.06,SK0304_3_main0_35_mono.wav
1694,88.50864087,305.6112538,64.68533807,75.08987318,0.025091819,0.07039804,15.5889681,6364,63,main0,37,7.95,684.63,SK0304_3_main0_37_mono.wav
1695,76.66710433,230.2462971,64.87726546,74.9762974,0.027014924,0.078199148,14.5000576,6364,63,main0,39,6.69,575.84,SK0304_3_main0_39_mono.wav
1696,59.4972044,269.8198918,64.47750428,78.91216865,0.027232006,0.074719546,15.9678397,6364,63,main0,3,4.77,410.98,SK0304_3_main0_3_mono.wav
1697,64.68463451,276.421919,66.74309001,80.24553652,0.025130479,0.078209054,14.4519269,6364,63,main0,41,5.77,497.2,SK0304_3_main0_41_mono.wav
1698,91.15590821,301.7371018,66.57094613,81.56355694,0.022686402,0.077166526,17.2562555,6364,63,main0,43,7.35,633.03,SK0304_3_main0_43_mono.wav
1699,67.05784551,549.4836204,66.65332624,79.59460662,0.03271454,0.103399969,13.5620463,6364,63,main0,45,6.59,567.4,SK0304_3_main0_45_mono.wav
1700,76.38633645,246.5117713,66.80353918,78.06555743,0.025079213,0.085896833,15.5235188,6364,63,main0,47,6.16,530.54,SK0304_3_main0_47_mono.wav
1701,79.15317458,278.926942,68.77892805,86.23594946,0.021098955,0.08939925,16.6350301,6364,63,main0,49,6.93,597.12,SK0304_3_main0_49_mono.wav
1702,100.2404243,272.8875441,66.75259288,79.63703258,0.020000689,0.071794667,17.397489,6364,63,main0,51,6.74,580.58,SK0304_3_main0_51_mono.wav
1703,81.392904,225.5335291,66.31517155,80.16165206,0.01437296,0.060005088,22.0139509,6364,63,main0,53,5.38,463.61,SK0304_3_main0_53_mono.wav
1704,78.51684922,363.4546515,67.99003932,82.2595926,0.01636013,0.068739175,17.4162092,6364,63,main0,55,5.56,478.77,SK0304_3_main0_55_mono.wav
1705,80.50658206,595.2683149,65.36802493,75.60805712,0.021724547,0.078643299,15.405205,6364,63,main0,57,6.57,566.37,SK0304_3_main0_57_mono.wav
1706,77.77224758,307.7886719,66.19592211,79.25346982,0.021893647,0.070736923,14.9426381,6364,63,main0,59,8.3,714.69,SK0304_3_main0_59_mono.wav
1707,88.21335025,252.5803725,66.55190246,75.52823101,0.020542969,0.071410682,16.9547298,6364,63,main0,5,7.14,615.46,SK0304_3_main0_5_mono.wav
1708,67.38432645,246.3755169,68.34938079,85.12895174,0.02192429,0.088838068,12.2243558,6364,63,main0,61,7.71,663.7,SK0304_3_main0_61_mono.wav
1709,67.34175912,373.5734138,66.21596341,80.74677708,0.021172729,0.062736984,16.2722583,6364,63,main0,63,5.47,471.45,SK0304_3_main0_63_mono.wav
1710,79.92820463,521.8253902,65.78959317,77.4581674,0.019969387,0.052350764,16.2894463,6364,63,main0,65,8.48,730.36,SK0304_3_main0_65_mono.wav
1711,66.03078488,499.2501874,67.10347458,78.10550173,0.022069828,0.093515221,15.7188644,6364,63,main0,67,6.16,530.19,SK0304_3_main0_67_mono.wav
1712,88.25013771,251.3987864,66.17958465,81.70895449,0.018537234,0.069348038,18.4104502,6364,63,main0,69,7.97,686.35,SK0304_3_main0_69_mono.wav
1713,58.6221433,291.1387665,68.07335502,85.320686,0.026040006,0.081669102,15.9059919,6364,63,main0,71,6.42,552.84,SK0304_3_main0_71_mono.wav
1714,79.05378323,261.3333674,66.01768402,76.87082219,0.026081951,0.085226348,14.7126269,6364,63,main0,73,6.65,573,SK0304_3_main0_73_mono.wav
1715,76.05100008,249.247699,66.52218607,81.96674407,0.022287471,0.084468486,16.6963187,6364,63,main0,75,6.49,559.22,SK0304_3_main0_75_mono.wav
1716,70.09494795,253.4086935,66.34041691,74.48766988,0.02366505,0.078102078,14.2564349,6364,63,main0,77,7.71,664.13,SK0304_3_main0_77_mono.wav
1717,69.89483915,239.4107784,66.05930104,80.58292596,0.025423513,0.082809112,14.5009517,6364,63,main0,79,7.89,679.2,SK0304_3_main0_79_mono.wav
1718,62.58177974,346.2862982,65.10055711,79.69700034,0.024987603,0.072520675,15.711251,6364,63,main0,7,7.66,660.08,SK0304_3_main0_7_mono.wav
1719,80.06015274,280.4746499,65.08496712,77.24985759,0.02642131,0.076336524,18.3203252,6364,63,main0,9,4.24,365.07,SK0304_3_main0_9_mono.wav
1720,112.4181471,282.8079691,62.45583797,70.12452781,0.013641089,0.049873331,20.3043985,6364,64,main0,10,6.35,547.33,SK0304_4_main0_10_mono.wav
1721,86.92360282,387.3954675,62.8935409,73.60267391,0.016186328,0.054020389,17.5831319,6364,64,main0,12,8.62,742.16,SK0304_4_main0_12_mono.wav
1722,85.14406333,340.1461735,63.44563942,75.73518868,0.016979696,0.061823259,17.7541375,6364,64,main0,14,6.58,567.06,SK0304_4_main0_14_mono.wav
1723,78.61615924,283.9570706,61.99865702,71.42227575,0.021944654,0.071891718,14.8703951,6364,64,main0,16,6.82,587.12,SK0304_4_main0_16_mono.wav
1724,80.15961714,295.5033306,61.25992966,71.16883994,0.017258177,0.053153275,17.4404454,6364,64,main0,18,8.22,708.31,SK0304_4_main0_18_mono.wav
1725,72.95323073,331.7221323,61.14842684,72.07334332,0.02151823,0.075577007,16.2409374,6364,64,main0,20,7.07,609.18,SK0304_4_main0_20_mono.wav
1726,67.45039277,315.2701572,61.46501773,73.74517901,0.023685389,0.079215312,15.1406336,6364,64,main0,22,5.1,439.41,SK0304_4_main0_22_mono.wav
1727,85.03034969,353.2078606,62.98413029,74.37980259,0.016030938,0.05176793,19.1684532,6364,64,main0,24,9.28,799.44,SK0304_4_main0_24_mono.wav
1728,85.76352129,393.2755612,61.19150351,72.07119366,0.016887903,0.053284798,17.8162028,6364,64,main0,26,9.76,840.44,SK0304_4_main0_26_mono.wav
1729,82.48355104,293.4340838,61.04703519,74.15633436,0.019800384,0.060314666,17.402096,6364,64,main0,28,7.29,628.21,SK0304_4_main0_28_mono.wav
1730,83.10489409,292.4133482,61.27755053,70.49042703,0.019433998,0.050105363,18.7474736,6364,64,main0,2,8.91,767.66,SK0304_4_main0_2_mono.wav
1731,85.07395321,295.6206568,60.64779202,72.54081848,0.019216738,0.065272979,17.8256907,6364,64,main0,30,7.18,618.48,SK0304_4_main0_30_mono.wav
1732,81.57706088,255.3477464,63.47895956,73.3049081,0.009964784,0.042805887,21.5006477,6364,64,main0,32,6.17,531.74,SK0304_4_main0_32_mono.wav
1733,85.84587647,293.4125348,62.6435466,71.01256671,0.018758529,0.05168789,18.9935571,6364,64,main0,34,6.87,591.52,SK0304_4_main0_34_mono.wav
1734,87.35796892,281.5807725,65.1923653,74.45868392,0.015838862,0.050569887,18.2202406,6364,64,main0,36,10.92,940.96,SK0304_4_main0_36_mono.wav
1735,95.76772428,272.1593673,66.8758566,77.49779914,0.015635576,0.058232567,18.9337228,6364,64,main0,38,8.28,713.39,SK0304_4_main0_38_mono.wav
1736,90.30432167,296.8619561,66.2431769,75.75470576,0.011352726,0.047576027,21.3453456,6364,64,main0,40,7.61,655.51,SK0304_4_main0_40_mono.wav
1737,87.78774998,264.4980972,65.29427791,74.15209276,0.019977238,0.061829237,16.6657236,6364,64,main0,42,5.7,490.66,SK0304_4_main0_42_mono.wav
1738,92.72534716,320.9650223,67.28800546,78.66723446,0.017879071,0.058484258,19.5133543,6364,64,main0,44,11.89,1024.42,SK0304_4_main0_44_mono.wav
1739,96.36101063,275.330561,66.86094179,77.53442514,0.01510715,0.06040837,19.5553423,6364,64,main0,46,7.59,653.7,SK0304_4_main0_46_mono.wav
1740,101.0659024,308.3809378,67.39222189,77.14104122,0.017939926,0.058274136,18.0397089,6364,64,main0,48,6.03,519.25,SK0304_4_main0_48_mono.wav
1741,96.67118955,267.6983038,61.22930683,68.86556436,0.018053429,0.063384335,17.5464315,6364,64,main0,4,6.56,564.99,SK0304_4_main0_4_mono.wav
1742,84.11318209,306.5181812,64.50471056,73.18385211,0.013643763,0.056632184,19.7810478,6364,64,main0,50,6.36,547.42,SK0304_4_main0_50_mono.wav
1743,74.09274146,281.2661752,68.28767558,79.2436814,0.017968706,0.053864938,17.9777313,6364,64,main0,52,9.42,811.41,SK0304_4_main0_52_mono.wav
1744,80.67057286,272.8783974,66.42170259,74.97027191,0.016145,0.055034079,18.9632163,6364,64,main0,54,7.53,648.88,SK0304_4_main0_54_mono.wav
1745,90.97352492,284.4945359,67.42297372,76.7822333,0.017358698,0.059133425,17.8442123,6364,64,main0,56,8.49,730.88,SK0304_4_main0_56_mono.wav
1746,96.22956602,313.0101424,67.65976183,75.93204964,0.01215766,0.049304416,19.2519409,6364,64,main0,58,6.95,598.32,SK0304_4_main0_58_mono.wav
1747,86.43177341,317.8732636,67.38365387,77.16113304,0.019043178,0.06622311,17.2047782,6364,64,main0,60,8.22,708.05,SK0304_4_main0_60_mono.wav
1748,77.35160891,286.2280171,68.82849809,81.3224429,0.016133995,0.055987094,17.9725294,6364,64,main0,62,8.06,694.53,SK0304_4_main0_62_mono.wav
1749,67.03236685,290.7061643,67.52939771,79.49986981,0.016283848,0.062151107,17.1824937,6364,64,main0,64,5.8,499.44,SK0304_4_main0_64_mono.wav
1750,74.89524034,305.8523283,67.73541972,76.43051516,0.010631779,0.04160259,21.1925485,6364,64,main0,66,6.94,597.63,SK0304_4_main0_66_mono.wav
1751,79.97182181,323.1299943,66.7488263,78.00182646,0.012684225,0.052953504,19.047351,6364,64,main0,68,10.5,904.18,SK0304_4_main0_68_mono.wav
1752,86.9119575,275.6607421,61.73571766,72.63940243,0.018713869,0.06560623,18.5229722,6364,64,main0,6,9.45,813.65,SK0304_4_main0_6_mono.wav
1753,86.78865344,301.3673764,67.2961296,76.3920463,0.016244427,0.041403071,20.9004347,6364,64,main0,70,6.46,556.72,SK0304_4_main0_70_mono.wav
1754,101.4754743,329.242756,67.91500883,78.01200427,0.018003456,0.045339957,19.8912853,6364,64,main0,72,8.8,757.84,SK0304_4_main0_72_mono.wav
1755,96.77618498,282.2184351,67.4285528,75.47850015,0.013346156,0.055929018,20.0037242,6364,64,main0,74,7.01,603.92,SK0304_4_main0_74_mono.wav
1756,92.08936344,251.3778009,66.59702228,75.52044247,0.016062776,0.0487163,18.7771515,6364,64,main0,76,7.53,648.88,SK0304_4_main0_76_mono.wav
1757,89.43015667,312.2811109,67.01006177,80.06900955,0.014885022,0.050038483,21.1940415,6364,64,main0,78,7.9,680.23,SK0304_4_main0_78_mono.wav
1758,117.0328996,274.8503261,68.5198687,77.16136742,0.022766611,0.067813276,18.2921114,6364,64,main0,80,6.22,535.46,SK0304_4_main0_80_mono.wav
1759,75.90856388,291.0477665,60.62114076,70.68791497,0.018629779,0.061529986,17.0747122,6364,64,main0,8,8.08,696.26,SK0304_4_main0_8_mono.wav
1760,106.9835673,284.3814613,69.31158428,81.31521176,0.014774941,0.05396196,17.8317008,6566,65,main0,11,5.66,487.73,SK0506_5_main0_11_mono.wav
1761,96.98178008,270.7757842,68.8265738,79.39352986,0.012194334,0.046478301,19.0365292,6566,65,main0,13,3.88,334.24,SK0506_5_main0_13_mono.wav
1762,104.2057737,268.5795954,69.78069374,82.48007093,0.013599938,0.054933006,18.542881,6566,65,main0,15,4.54,391.17,SK0506_5_main0_15_mono.wav
1763,89.2571904,286.87375,72.34586533,87.54444594,0.014573732,0.067201696,16.1521424,6566,65,main0,17,6.72,579.03,SK0506_5_main0_17_mono.wav
1764,88.54250585,280.2540803,67.38660921,77.75369253,0.017461901,0.066210289,18.6453074,6566,65,main0,19,6.65,572.83,SK0506_5_main0_19_mono.wav
1765,69.40637043,323.5656063,71.08440876,87.35879546,0.01661138,0.067348795,16.4462196,6566,65,main0,1,7.01,604.26,SK0506_5_main0_1_mono.wav
1766,89.04308474,263.6936802,71.22528222,86.35514382,0.010606222,0.054620919,18.9023586,6566,65,main0,21,4.09,352.41,SK0506_5_main0_21_mono.wav
1767,111.1914139,295.2030465,69.22377904,80.07030363,0.014896177,0.056620915,16.650489,6566,65,main0,23,6.94,597.98,SK0506_5_main0_23_mono.wav
1768,123.4268655,277.8158039,69.53127053,76.96019854,0.013088583,0.054808831,18.2350298,6566,65,main0,25,5,430.36,SK0506_5_main0_25_mono.wav
1769,103.1163523,270.2402442,70.06607304,83.89121504,0.014120405,0.057744782,18.4047756,6566,65,main0,27,7.49,645.61,SK0506_5_main0_27_mono.wav
1770,90.74859387,308.4989892,69.25245379,80.94413544,0.013042285,0.051185499,19.2864883,6566,65,main0,29,4.31,371.45,SK0506_5_main0_29_mono.wav
1771,80.9154555,275.8246744,69.62006348,87.15551773,0.012442234,0.049544528,21.5081528,6566,65,main0,31,7.12,613.65,SK0506_5_main0_31_mono.wav
1772,111.7480387,275.9929565,68.26863993,77.82273136,0.011305285,0.053293628,18.487329,6566,65,main0,33,6.65,572.4,SK0506_5_main0_33_mono.wav
1773,96.42303616,320.3408293,68.32245198,78.52256547,0.013349392,0.058813078,18.7273878,6566,65,main0,35,4.82,415.55,SK0506_5_main0_35_mono.wav
1774,101.1783697,284.7757063,69.24128333,88.50998829,0.013644789,0.059142775,20.6926799,6566,65,main0,37,6.83,588.67,SK0506_5_main0_37_mono.wav
1775,95.48394738,306.6098793,64.96930694,80.92786531,0.014878601,0.060851416,18.3757725,6566,65,main0,39,5.89,507.62,SK0506_5_main0_39_mono.wav
1776,99.24925205,565.9464995,68.72819017,76.65088859,0.015889624,0.052582341,19.0203609,6566,65,main0,3,4.33,373.08,SK0506_5_main0_3_mono.wav
