,File Name,Mean Pitch,Max Pitch,Mean Intensity,Max Intensity,Jitter,Shimmer,NHR,dyad,speaker,session,sentence,duration(s),size(K),file_name
86,d3031_31_imitation555_16_mono.wav,122.7121741724208,304.9638123693061,79.25652588101595,88.17413994332115,0.0168517541289313,0.0572334094419576,17.3707358,3031,31,imitation,16,4.82,415.21,d3031_31_imitation555_16_mono.wav
87,d3031_31_imitation555_17_mono.wav,100.66175994384297,330.8221544302833,77.02360849218734,86.47093519476223,0.0176806899332733,0.0624349614024717,18.4161533,3031,31,imitation,17,7.83,674.27,d3031_31_imitation555_17_mono.wav
88,d3031_31_imitation555_18_mono.wav,117.01120306802017,443.0989244643655,78.75912521664299,87.41157193552891,0.0150207828763578,0.0525132931998939,17.7357545,3031,31,imitation,18,6.05,521.43,d3031_31_imitation555_18_mono.wav
89,d3031_31_imitation555_19_mono.wav,108.97443544516132,324.12657398088567,76.63742602669697,85.93845170722057,0.0200320304908609,0.065238661693527,17.8377471,3031,31,imitation,19,4.67,402.61,d3031_31_imitation555_19_mono.wav
90,d3031_31_imitation555_1_mono.wav,128.84808767307544,348.3124286767339,79.01877338351711,87.37648533834371,0.0200599594564205,0.0719115281710251,17.845515,3031,31,imitation,1,4.73,407.63,d3031_31_imitation555_1_mono.wav
91,d3031_31_imitation555_20_mono.wav,122.61173300641111,527.7696104216467,79.11441850556511,88.85386630194517,0.0231643982373222,0.0655218072374076,15.6612276,3031,31,imitation,20,4.31,370.87,d3031_31_imitation555_20_mono.wav
92,d3031_31_imitation555_21_mono.wav,135.1554363420251,296.8670753556656,78.35418470562912,87.98337499252054,0.014121157775722,0.0596767163352983,18.8749373,3031,31,imitation,21,3.1,267.03,d3031_31_imitation555_21_mono.wav
93,d3031_31_imitation555_22_mono.wav,107.03267773929184,492.6831813755784,78.66338193434112,87.06326387761828,0.0184903772726108,0.0529081322647524,18.7483605,3031,31,imitation,22,3.85,331.38,d3031_31_imitation555_22_mono.wav
94,d3031_31_imitation555_23_mono.wav,125.59333947455391,444.3706301914339,78.9333418698454,88.82530003168102,0.0141603525843878,0.0534004398275674,19.3427488,3031,31,imitation,23,6.48,558.32,d3031_31_imitation555_23_mono.wav
95,d3031_31_imitation555_24_mono.wav,141.51277919582705,314.9500621145221,80.89521373295247,90.00618065642581,0.0162226596256933,0.0556169936286247,18.7464564,3031,31,imitation,24,5.66,487.23,d3031_31_imitation555_24_mono.wav
96,d3031_31_imitation555_25_mono.wav,135.06614671479048,573.3188862553618,78.2538536993181,88.18820950501458,0.019713582389855,0.0647446384713785,18.8395465,3031,31,imitation,25,5.06,435.56,d3031_31_imitation555_25_mono.wav
97,d3031_31_imitation555_26_mono.wav,119.4341731167173,536.8118372959128,77.91796194129883,90.3336977867734,0.0163663863437305,0.0579409462803773,18.6584412,3031,31,imitation,26,7.16,616.43,d3031_31_imitation555_26_mono.wav
98,d3031_31_imitation555_27_mono.wav,139.2531030186895,439.0400489922418,78.9995109567953,86.38592882312865,0.0133463481737892,0.0530166570317746,19.9017118,3031,31,imitation,27,6.51,560.46,d3031_31_imitation555_27_mono.wav
99,d3031_31_imitation555_28_mono.wav,109.5040978189605,354.3373408229494,76.54554113091281,87.44582458895226,0.0170144029562093,0.0627622004424215,17.8625631,3031,31,imitation,28,5.76,496.3,d3031_31_imitation555_28_mono.wav
100,d3031_31_imitation555_29_mono.wav,89.77917532462097,306.41910355020525,77.29749709061633,87.49310774594944,0.0168757196900582,0.0597557579249839,17.0456062,3031,31,imitation,29,4.25,365.95,d3031_31_imitation555_29_mono.wav
101,d3031_31_imitation555_2_mono.wav,104.48417746537858,312.970502017446,76.9289458090362,86.83712573599946,0.015262133686121,0.0489391230580836,19.2229284,3031,31,imitation,2,5.35,461.16,d3031_31_imitation555_2_mono.wav
102,d3031_31_imitation555_30_mono.wav,103.47941062196244,549.0842076530665,76.42584919877747,86.23289463190011,0.0241902785797787,0.0730463302749621,14.6881794,3031,31,imitation,30,5.52,475.51,d3031_31_imitation555_30_mono.wav
103,d3031_31_imitation555_31_mono.wav,112.9841857327545,545.8903227732477,76.74681177029031,88.1915288495061,0.0180604891770749,0.053409717978271,20.4454974,3031,31,imitation,31,7.34,631.9,d3031_31_imitation555_31_mono.wav
104,d3031_31_imitation555_32_mono.wav,126.09858390418124,322.4366689551755,80.15954750811756,87.33160065688966,0.0130533598485714,0.0412184629764169,21.6445843,3031,31,imitation,32,4.39,377.86,d3031_31_imitation555_32_mono.wav
105,d3031_31_imitation555_33_mono.wav,134.7636775884877,401.9385079967294,75.31180538499012,83.14917919767113,0.0113885700879357,0.0510112017832901,19.0707997,3031,31,imitation,33,5.97,514.49,d3031_31_imitation555_33_mono.wav
106,d3031_31_imitation555_34_mono.wav,118.13469762596064,325.58683352662376,79.45712164275363,88.84009604079905,0.0198413531113361,0.06393799111382,18.5179667,3031,31,imitation,34,4.84,416.96,d3031_31_imitation555_34_mono.wav
107,d3031_31_imitation555_35_mono.wav,139.60452226828863,288.2588754843126,77.4008801106859,85.12993595217209,0.0186475449761247,0.0557796929573154,18.05936,3031,31,imitation,35,3.84,331.16,d3031_31_imitation555_35_mono.wav
108,d3031_31_imitation555_36_mono.wav,116.28776128058584,560.2374480897332,77.87628830004199,87.78992068992586,0.0177135835683799,0.0589140950196545,17.1785424,3031,31,imitation,36,7.94,683.63,d3031_31_imitation555_36_mono.wav
109,d3031_31_imitation555_37_mono.wav,123.54750826963917,476.9008473188993,77.46480218060564,86.84478362644484,0.0179470744355744,0.0613362755037434,18.4343091,3031,31,imitation,37,6.62,570.16,d3031_31_imitation555_37_mono.wav
110,d3031_31_imitation555_38_mono.wav,129.32816089235243,353.7866893796907,80.35686657861169,89.04107497819382,0.0159967664825875,0.0619403709091173,18.5815627,3031,31,imitation,38,6.58,566.49,d3031_31_imitation555_38_mono.wav
111,d3031_31_imitation555_39_mono.wav,107.52624022745432,549.9562079130354,76.53617696687304,85.1012761907347,0.0203202025089872,0.0720474715703003,15.2601113,3031,31,imitation,39,5.61,482.91,d3031_31_imitation555_39_mono.wav
112,d3031_31_imitation555_3_mono.wav,117.56158255822544,585.3799076288537,79.43115929905235,87.99857499744896,0.0226665099191757,0.0630739589352263,15.8740238,3031,31,imitation,3,3.26,280.92,d3031_31_imitation555_3_mono.wav
113,d3031_31_imitation555_40_mono.wav,112.26269914014462,596.934505023564,79.10935949247288,88.50091228164874,0.0203465367531225,0.0670181306855928,18.8265035,3031,31,imitation,40,5.17,445.02,d3031_31_imitation555_40_mono.wav
114,d3031_31_imitation555_41_mono.wav,94.85400305435024,324.48672360610163,76.10584846656104,85.03058272616242,0.0186919347263137,0.0656506390362595,17.9263986,3031,31,imitation,41,3.8,327.32,d3031_31_imitation555_41_mono.wav
115,d3031_31_imitation555_42_mono.wav,110.30909912561646,341.5270735032069,78.02566701662526,85.17836290834038,0.017905129130609,0.0521324180271573,17.9384338,3031,31,imitation,42,4.55,392.14,d3031_31_imitation555_42_mono.wav
116,d3031_31_imitation555_43_mono.wav,112.2437292329632,329.5552694001578,78.43869998689743,86.55701033662544,0.0219642789011575,0.0636718754983223,17.0815907,3031,31,imitation,43,6.49,559.09,d3031_31_imitation555_43_mono.wav
117,d3031_31_imitation555_44_mono.wav,120.23596270169422,440.6734261886057,78.9688371216555,89.99322295146646,0.0167962489423902,0.0615531953927551,19.2934368,3031,31,imitation,44,8.64,744.17,d3031_31_imitation555_44_mono.wav
118,d3031_31_imitation555_45_mono.wav,134.35597633909325,598.4012697178947,77.53265187385614,86.81107869612006,0.0153585490696695,0.0566399576360748,19.033483,3031,31,imitation,45,4.62,398.07,d3031_31_imitation555_45_mono.wav
119,d3031_31_imitation555_46_mono.wav,126.77605186484666,528.5089035648549,76.9077828402626,84.34004712825845,0.0179960679961362,0.056476549704126,19.2553427,3031,31,imitation,46,5.51,474.43,d3031_31_imitation555_46_mono.wav
