,File Name,Mean Pitch,Max Pitch,Mean Intensity,Max Intensity,Jitter,Shimmer,NHR,dyad,speaker,session,sentence,duration(s),size(K),file_name
0,d0102_1_imitation555_10_mono.wav,62.59888141934649,445.06192639290015,60.91805386328243,69.35949589171928,0.0240340921756856,0.0956176116156906,13.7016678,102,1,imitation,10,6.21,534.58,d0102_1_imitation555_10_mono.wav
1,d0102_1_imitation555_11_mono.wav,68.34208778981167,145.12095285494644,62.45489529357428,70.52824571822032,0.019778258172668,0.0876688387422384,12.7566951,102,1,imitation,11,5.47,471.28,d0102_1_imitation555_11_mono.wav
2,d0102_1_imitation555_12_mono.wav,66.2483290132365,468.1508772942385,64.03644344846334,72.58519110285766,0.0221269209965157,0.0893846209995239,13.0769827,102,1,imitation,12,6.04,520.03,d0102_1_imitation555_12_mono.wav
3,d0102_1_imitation555_13_mono.wav,65.50804967209328,500.8135723861512,62.26543648629609,72.21526489066255,0.0258427386554356,0.0892705941247143,13.8181153,102,1,imitation,13,4.96,427.69,d0102_1_imitation555_13_mono.wav
4,d0102_1_imitation555_14_mono.wav,47.46714812762673,554.3762862433414,60.3799572681228,69.85637976155277,0.0259898640459436,0.1106330668421071,12.6683765,102,1,imitation,14,5.4,465.5,d0102_1_imitation555_14_mono.wav
5,d0102_1_imitation555_15_mono.wav,68.2148306786353,418.68287806201766,63.78878114139631,73.17675271700418,0.0264204562452194,0.0979339720264428,12.4881734,102,1,imitation,15,5.75,495.05,d0102_1_imitation555_15_mono.wav
6,d0102_1_imitation555_16_mono.wav,55.37124555075327,559.5962569495593,60.37989244399057,70.07645105873848,0.0280411015021692,0.0904696571260193,12.3252448,102,1,imitation,16,6.75,581.27,d0102_1_imitation555_16_mono.wav
7,d0102_1_imitation555_17_mono.wav,53.82234268513896,168.93876806553038,64.25808839006294,74.8786589533824,0.0214960225131519,0.0921194693195895,14.136374,102,1,imitation,17,8.04,692.12,d0102_1_imitation555_17_mono.wav
8,d0102_1_imitation555_18_mono.wav,41.53570360947698,557.8386341159106,57.26021677736863,66.71781841181291,0.0231845059767612,0.0938288631739322,13.4138821,102,1,imitation,18,9.78,842.85,d0102_1_imitation555_18_mono.wav
9,d0102_1_imitation555_19_mono.wav,63.44988506925316,168.5308915849062,60.72648351928799,72.41287950455349,0.0235174008876,0.0976532344036145,13.2911096,102,1,imitation,19,6.25,537.94,d0102_1_imitation555_19_mono.wav
10,d0102_1_imitation555_1_mono.wav,43.72904418995464,149.69881512673322,61.67505124107491,71.80993942052937,0.028515917272323,0.0997613664817218,10.4046878,102,1,imitation,1,6.71,578.34,d0102_1_imitation555_1_mono.wav
11,d0102_1_imitation555_20_mono.wav,53.50165340779156,474.459770115253,63.97586846361774,76.60387932848052,0.0261301166813244,0.1116153583978799,12.8512961,102,1,imitation,20,6.05,521.06,d0102_1_imitation555_20_mono.wav
12,d0102_1_imitation555_21_mono.wav,60.40740957741578,168.87832659709144,61.15389036769798,72.97221420311485,0.0198368471929108,0.0936291240164708,13.1800303,102,1,imitation,21,4.23,364.47,d0102_1_imitation555_21_mono.wav
13,d0102_1_imitation555_22_mono.wav,63.57588286275985,175.8921519504778,62.62872026014493,71.455714541025,0.0249745282433409,0.0834502517224107,14.1884317,102,1,imitation,22,4.65,400.73,d0102_1_imitation555_22_mono.wav
14,d0102_1_imitation555_23_mono.wav,72.00925116649711,596.2285402525449,62.73101940953295,73.56502562870875,0.0230566543123177,0.0938199322764366,13.3358327,102,1,imitation,23,8.76,754.82,d0102_1_imitation555_23_mono.wav
15,d0102_1_imitation555_24_mono.wav,63.14460977601057,444.4126286055228,64.49575119498115,74.21653254050804,0.0292331928989276,0.087361497577609,13.0273266,102,1,imitation,24,7.06,608.48,d0102_1_imitation555_24_mono.wav
16,d0102_1_imitation555_25_mono.wav,56.10617014009405,430.3008408675602,60.18387724854798,68.34285106621704,0.0217080393545228,0.0789318216363097,13.8809245,102,1,imitation,25,6.53,562.58,d0102_1_imitation555_25_mono.wav
17,d0102_1_imitation555_26_mono.wav,59.505024741156106,176.4180233248133,63.654076820044175,76.22890174249521,0.0188170778865892,0.0838891139786609,13.4910829,102,1,imitation,26,8.83,761.03,d0102_1_imitation555_26_mono.wav
18,d0102_1_imitation555_27_mono.wav,69.11176915065568,445.7013894581823,63.04907946094228,74.86641487505358,0.022651904496378,0.0968381216478819,13.535489,102,1,imitation,27,8.39,722.35,d0102_1_imitation555_27_mono.wav
19,d0102_1_imitation555_28_mono.wav,57.02313601213392,172.59906552689108,63.60150501175667,73.79777482588796,0.0301183486495153,0.1137092803921398,12.0373775,102,1,imitation,28,5.75,494.96,d0102_1_imitation555_28_mono.wav
20,d0102_1_imitation555_29_mono.wav,60.99787874234232,188.54518299215383,61.90748134874627,70.43622885598825,0.0223741673302731,0.0842305112977784,13.5503635,102,1,imitation,29,5.13,442.16,d0102_1_imitation555_29_mono.wav
21,d0102_1_imitation555_2_mono.wav,55.78859532723454,507.2223343868129,63.95921480606355,72.36772814439027,0.0197877383355982,0.0840727538558697,13.4259246,102,1,imitation,2,7.96,686.01,d0102_1_imitation555_2_mono.wav
22,d0102_1_imitation555_30_mono.wav,52.18007623244426,184.1805973718376,63.83905469840024,74.10683581625999,0.0255975913493402,0.0923914440935569,12.6286452,102,1,imitation,30,7.77,669.29,d0102_1_imitation555_30_mono.wav
23,d0102_1_imitation555_31_mono.wav,48.266407099784935,379.9261727147028,61.82206788120811,72.86406794742513,0.0251969189144736,0.0815372279960917,13.43788,102,1,imitation,31,8.95,770.67,d0102_1_imitation555_31_mono.wav
24,d0102_1_imitation555_32_mono.wav,82.41272131883807,540.1330268384988,65.5516332208453,72.87227223954973,0.0205559996319702,0.0729451360380443,14.5068567,102,1,imitation,32,3.97,341.99,d0102_1_imitation555_32_mono.wav
25,d0102_1_imitation555_33_mono.wav,72.90438046931945,568.9185261964611,64.70926894207915,72.2925908328896,0.0241412738068219,0.0853073503606826,13.0134763,102,1,imitation,33,7.56,651.46,d0102_1_imitation555_33_mono.wav
26,d0102_1_imitation555_34_mono.wav,64.80171854813224,462.0011121505928,63.6806195873511,73.35451744049143,0.019475887903379,0.0940681653798757,13.4919816,102,1,imitation,34,5.27,453.88,d0102_1_imitation555_34_mono.wav
27,d0102_1_imitation555_35_mono.wav,53.82007620646015,532.2283776808484,58.32086804979931,67.31032707662874,0.0324691102650032,0.0976911539135454,10.3847899,102,1,imitation,35,5.48,472.05,d0102_1_imitation555_35_mono.wav
28,d0102_1_imitation555_36_mono.wav,66.06697854244743,590.6332869819984,63.69619693034736,73.84575779609077,0.0233166285578944,0.0932669086824152,13.8857835,102,1,imitation,36,8.85,762.49,d0102_1_imitation555_36_mono.wav
29,d0102_1_imitation555_37_mono.wav,75.82739379876634,551.1085027063615,63.35598112671971,72.84216689007239,0.0236580754709121,0.0879847090124561,14.5008406,102,1,imitation,37,7.43,639.92,d0102_1_imitation555_37_mono.wav
30,d0102_1_imitation555_38_mono.wav,66.95567826290745,204.8780163520422,62.57966549359384,71.14165959148175,0.0190255233004119,0.0799988546385142,13.9990583,102,1,imitation,38,8.25,710.38,d0102_1_imitation555_38_mono.wav
31,d0102_1_imitation555_39_mono.wav,52.43466746521363,485.1209439080916,59.72737980923684,68.93537731230025,0.0255839521898673,0.1117708791826065,11.1491588,102,1,imitation,39,7.19,619.77,d0102_1_imitation555_39_mono.wav
32,d0102_1_imitation555_3_mono.wav,49.38188356115961,151.39804111583592,61.32267577353069,71.50714834575628,0.0241370397140795,0.1140351722667059,11.6143179,102,1,imitation,3,4.52,389.02,d0102_1_imitation555_3_mono.wav
33,d0102_1_imitation555_40_mono.wav,66.89322405638995,154.6085457656713,61.49007629602803,70.68833611595916,0.0234010002371228,0.0867225922678638,13.1310648,102,1,imitation,40,4.62,398.06,d0102_1_imitation555_40_mono.wav
34,d0102_1_imitation555_41_mono.wav,49.75255664069502,152.52539447563973,63.63659047932303,72.76074922591475,0.0229745857083698,0.1103408406218051,13.3544009,102,1,imitation,41,4.72,406.59,d0102_1_imitation555_41_mono.wav
35,d0102_1_imitation555_42_mono.wav,51.32165949245277,151.7233793202069,57.08783569908289,67.64331130140218,0.0321121359824187,0.1110290064798412,10.3952567,102,1,imitation,42,5.43,467.92,d0102_1_imitation555_42_mono.wav
